Valence Electrons, Adsorption Energy, Surface
6,-0.766593256,Mo6W6
4.326748711,-0.764267499,Co6Y6
4,-0.764157565,Hf6Ni6
4.326748711,-0.762607877,Ir6Y6
5.59344471,-0.762061472,Mn6Nb6
5.768998281,-0.760405659,Hf6Zn6
6,-0.759210399,Cr6La6
5.604078661,-0.75827011,Cu6Ti6
6.082201996,-0.755886257,Co6V6
4.820284528,-0.755374274,Mn6Zr6
5,-0.754731405,Hg6Ta6
5,-0.754445142,Cu6Ta6
6.299605249,-0.753370292,Ni6Ta6
6.694329501,-0.752721573,Nb6Zn6
12,-0.752681164,Cd6Sc6
5,-0.750986303,Ag6Ta6
5.768998281,-0.749997441,Zn6Zr6
4,-0.746579419,Hf6Hg6
6,-0.746565813,Cu6W6
4.326748711,-0.746217372,La6Rh6
5.277632088,-0.740848974,Re6Sc6
4,-0.739253298,Hf6Pt6
6.082201996,-0.735502209,Ir6Nb6
3.979057208,-0.735187645,La6Tc6
4,-0.732703382,Pd6Zr6
5,-0.732681069,Cd6Nb6
6,-0.732194393,Cr6W6
3,-0.731589212,Cd6Y6
5.848035476,-0.731427984,Fe6Ta6
6.082201996,-0.729951087,Nb6Rh6
4,-0.723656957,Ag6Zr6
6,-0.722673946,Ag6W6
5,-0.716254509,Au6Ta6
5.59344471,-0.715812324,Tc6V6
6.316359598,-0.71537735,Mo6Tc6
6.299605249,-0.715174081,Nb6Ni6
4.762203156,-0.713258127,Sc6Zn6
4,-0.712609816,Ni6Zr6
3,-0.708506339,Cu6Sc6
3,-0.704130749,Cu6Y6
6.868285455,-0.700101831,Co6Hf6
5.241482788,-0.698376493,Co6Zr6
3,-0.696251965,Au6Y6
6.868285455,-0.696188154,Co6W6
5,-0.694265534,V6Zn6
6.502957234,-0.693316401,Cu6Nb6
4,-0.690483015,Ag6Ti6
6.082201996,-0.689697014,Rh6Ta6
3,-0.687573846,La12
4,-0.687288943,Au6Zr6
6.299605249,-0.686865126,Pd6Ta6
6.082201996,-0.684479776,Ir6V6
4,-0.683125057,Hg6Zr6
6.603854498,-0.681314139,Ru6W6
6.082201996,-0.67713175,Rh6V6
5.848035476,-0.676193093,Os6V6
5,-0.6743834,Cd6V6
3,-0.672301321,Hg6Y6
4.326748711,-0.672236966,Rh6Y6
5.241482788,-0.670360333,Co6Ti6
4.326748711,-0.665759976,Co6La6
6.603854498,-0.665646097,Mo6Ru6
6.603854498,-0.663808784,Cr6Fe6
4,-0.66269924,Hg6Ti6
6.316359598,-0.66188766,Mn6W6
7,-0.661591328,Cd6Re6
12,-0.66053022,Hg6Sc6
5.848035476,-0.659958237,Nb6Os6
6.502957234,-0.659828031,Cu6V6
5,-0.659415914,Ag6Nb6
6,-0.658091536,Au6W6
6,-0.657020904,Pd6W6
6,-0.652046799,Cd6Mo6
6.082201996,-0.65169863,Ir6Ta6
6.649399761,-0.65083426,Mn6Mo6
3,-0.648078291,Y6Zn6
5,-0.644497001,Hg6Nb6
6.603854498,-0.644105837,Mo6Os6
7.113786609,-0.643171534,Ni6W6
6.603854498,-0.641232043,Os6W6
6.299605249,-0.640233657,Pt6Ta6
6.868285455,-0.638534034,Mo6Rh6
7.343420462,-0.637616739,Cu6Mo6
6.299605249,-0.637409932,Nb6Pd6
11,-0.635279145,Cu6Re6
6.316359598,-0.634006876,Cr6Re6
7.343420462,-0.632293103,Cr6Cu6
6,-0.630405586,Cr6Zn6
6.502957234,-0.630291162,Ag6V6
7,-0.629777547,Re6Zn6
5.848035476,-0.628619703,Nb6Ru6
11,-0.628107721,Au6Ti6
6.868285455,-0.62409962,Rh6W6
3,-0.623357837,Au6Sc6
5,-0.622302988,Au6Nb6
4,-0.621889647,Pt6Zr6
6,-0.621623112,Mo6Zn6
6.603854498,-0.617958282,Cr6Ru6
6,-0.616801254,Ag6Mo6
4.326748711,-0.615506673,Rh6Sc6
7,-0.613233026,Ag6Re6
6.603854498,-0.61304241,Cr6Os6
7.113786609,-0.60661372,Mo6Ni6
6.868285455,-0.605153013,Ir6Mo6
7.113786609,-0.604244425,Mo6Pd6
6.868285455,-0.600472791,Cr6Rh6
5.428835233,-0.600290203,Pd6Ti6
6.839903787,-0.600075097,Ru6V6
7.113786609,-0.599902305,Cr6Pd6
6,-0.596738437,Pt6W6
6.299605249,-0.595920055,Pd6V6
5.848035476,-0.592111277,Os6Ta6
6.299605249,-0.590736422,Nb6Pt6
4.481404747,-0.589655314,Ni6Y6
4.160167646,-0.584980942,Fe6La6
5.848035476,-0.578844911,Ru6Ta6
7,-0.57872178,Re6Tc6
6.316359598,-0.576618748,Cr6Tc6
6.316359598,-0.559483468,Tc6W6
7,-0.559478978,Tc12
3,-0.559393398,Pd6Y6
6.868285455,-0.559357887,Ir6W6
6.868285455,-0.558840463,Cr6Ir6
11,-0.557652414,Ag6La6
7.31861142,-0.553939284,Ru6Tc6
5,-0.548837422,Au6V6
7.31861142,-0.542700302,Fe6Tc6
7.31861142,-0.540946937,Re6Ru6
7.611662611,-0.537876268,Co6Re6
7.611662611,-0.537331904,Rh6Tc6
7,-0.534697298,Pd6Re6
7.883735163,-0.53131125,Pd6Tc6
3.979057208,-0.530493548,Mn6Y6
6.299605249,-0.52795078,Pt6V6
7,-0.527306142,Ni6Re6
5.241482788,-0.521716788,Ir6Ti6
5.241482788,-0.517359973,Rh6Zr6
6,-0.515256941,Au6Mo6
7.611662611,-0.512898939,Re6Rh6
7,-0.511985045,Re12
7.31861142,-0.508614643,Os6Tc6
5.241482788,-0.506506713,Rh6Ti6
5.241482788,-0.503276449,Ir6Zr6
3,-0.501943364,Cd6La6
9,-0.493221571,Cd6Rh6
5.241482788,-0.492896939,Hf6Rh6
8,-0.484871077,Ru6Zn6
7,-0.484114873,Ag6Tc6
7,-0.481917418,Cu6Tc6
5.241482788,-0.470553944,Hf6Ir6
7.113786609,-0.470261149,Mo6Pt6
5.428835233,-0.467562597,Pt6Ti6
3,-0.466116448,Au6La6
3,-0.462176919,Hg6La6
9,-0.459237138,Ir6Zn6
7.611662611,-0.45646974,Ir6Tc6
7.31861142,-0.454778144,Os6Re6
9,-0.448717897,Co12
4.762203156,-0.445903968,La6Zn6
4.626065009,-0.441825798,Cu6La6
9,-0.44166906,Cd6Ir6
4.481404747,-0.432811891,La6Ni6
7.113786609,-0.432063169,Cr6Pt6
4.481404747,-0.424848343,Pd6Sc6
7,-0.413517115,Tc6Zn6
8,-0.411165643,Ru12
8.320335292,-0.410892441,Co6Ru6
7,-0.407946808,Pt6Re6
8.895920362,-0.406855632,Cu6Fe6
3,-0.401255121,Pt6Y6
8.61773876,-0.400912121,Pd6Ru6
8.61773876,-0.393148986,Ni6Ru6
3.979057208,-0.388703734,La6Mn6
9,-0.387682355,Rh6Zn6
7.611662611,-0.387656232,Ir6Re6
9,-0.38702003,Ir6Pt6
8,-0.386167905,Fe6Ru6
9.15771394,-0.384840942,Fe6Zn6
8,-0.382333957,Fe6Os6
9,-0.381685238,Cu6Ir6
8.320335292,-0.375418456,Rh6Ru6
8.320335292,-0.373049841,Co6Os6
8,-0.368532615,Os6Ru6
8.61773876,-0.365895288,Os6Pd6
9,-0.361580107,Ir6Pd6
8,-0.354356573,Cd6Fe6
9.321697518,-0.348211698,Pd6Rh6
10,-0.347882713,Ni6Zn6
8.61773876,-0.3470012,Ni6Os6
10,-0.340017534,Ag6Pt6
10.32280115,-0.337988381,Cu6Ni6
8,-0.334694171,Cu6Os6
12,-0.33168568,Os6Zn6
9.62260299,-0.327433902,Co6Cu6
9,-0.327171856,Co6Rh6
8.320335292,-0.325144744,Os6Rh6
9,-0.324119827,Ir12
9.62260299,-0.321869038,Cu6Rh6
7.883735163,-0.317942435,Pt6Tc6
9,-0.315647971,Ag6Ir6
9.321697518,-0.315235991,Co6Ni6
10,-0.314716661,Cd6Ni6
4.481404747,-0.314158556,Pt6Sc6
10,-0.312314032,Pt12
10,-0.309796707,Cu6Pt6
8,-0.308441036,Os6Pt6
4.481404747,-0.307524829,La6Pd6
8.895920362,-0.307076657,Ag6Fe6
10,-0.306656241,Pd6Pt6
9.321697518,-0.296902185,Ir6Ni6
9,-0.295523384,Hg6Rh6
9,-0.295158751,Ag6Rh6
10,-0.294702008,Ni6Pd6
8,-0.292996807,Fe6Hg6
9.321697518,-0.291948216,Ni6Rh6
9.321697518,-0.291889984,Pt6Rh6
8.320335292,-0.291632428,Ir6Ru6
10,-0.291363444,Ag6Ni6
9,-0.290348187,Co6Ir6
10,-0.289728039,Pd12
9,-0.286141579,Co6Zn6
10,-0.284464542,Ni6Pt6
9,-0.284275014,Rh12
8,-0.277951905,Cd6Ru6
8,-0.277813263,Cu6Ru6
8.61773876,-0.262794756,Pt6Ru6
8,-0.258513453,Os12
10,-0.250679296,Cd6Pt6
9,-0.250406501,Au6Ir6
10,-0.247521278,Au6Pt6
9.321697518,-0.247220593,Co6Pd6
9,-0.24611513,Ir6Rh6
9,-0.242399007,Au6Rh6
9,-0.236969792,Ag6Co6
10.32280115,-0.22658484,Cu6Pd6
9.321697518,-0.226542254,Co6Pt6
11,-0.222048702,Ag6Ru6
9,-0.221458895,Co6Hg6
7.31861142,-0.213722699,Mn6Ru6
4.481404747,-0.207741637,La6Pt6
8.320335292,-0.203481286,Ir6Os6
10.32280115,-0.199235902,Ag6Pd6
8.377718728,-0.188327131,Mn6Zn6
10,-0.184417263,Pt6Zn6
10,-0.17596255,Au6Ni6
8.320335292,-0.168899971,Fe6Ir6
10,-0.153773571,Hg6Pt6
10,-0.146243501,Hg6Ni6
8.61773876,-0.141461236,Fe6Ni6
8.895920362,-0.131935755,Au6Fe6
10.32280115,-0.126063266,Au6Pd6
9.62260299,-0.071184708,Au6Co6
11,-0.053560439,Cu12
10,-0.009191053,Cd6Pd6
10.62658569,0.023949691,Pd6Zn6
8.61773876,0.037189254,Fe6Pd6
11,0.051979866,Ag6Cu6
3,0.069056506,La6V6
8.61773876,0.079090568,Fe6Pt6
12,0.136303454,Hg6Pd6
11,0.151851087,Cu6Hg6
11.32371348,0.159172174,Cu6Zn6
11,0.164787243,Au6Cu6
11,0.171934721,Cd6Cu6
7.611662611,0.187797733,Ir6Mn6
11,0.218940754,Ag6Os6
11,0.319611853,Ag6Au6
11,0.322403197,Au12
11,0.338155323,Ag12
3,0.369483789,Re6Y6
6,0.37534172,Hg6Mo6
11.32371348,0.439329561,Ag6Zn6
11,0.515337215,Au6Cd6
11.32371348,0.517986107,Ag6Cd6
12,0.518440401,Au6Hg6
11.48912529,0.524432212,Au6Zn6
12,0.552737221,Zn12
7,0.579831324,Cd6Mn6
12,0.582495455,Cd6Zn6
12,0.825439234,Cd12
11.65695337,0.875933902,Ag6Hg6
12,0.883239207,Cd6Hg6
7,0.915233808,Au6Re6
8.138223044,1.231930641,Cu6Mn6
8.653497422,1.257930847,Fe6Rh6
7.611662611,1.350974323,Mn6Rh6
7,1.698413762,Hg6Mn6
7,2.436977796,Ag6Mn6
7,2.735531848,Au6Mn6
