surface,site,reaction energy (eV),reaction energy difference (eV),absolute reaction energy difference (eV)
Cd6Ir6,top-tilt|B,-0.321206849,-0.008892817,0.008892817
Cu6Rh6,hollow|A_B_B|FCC,-0.321332021,-0.009017989,0.009017989
La6Ni6,bridge|A_A|B,-0.303169919,0.009144113,0.009144113
Ir6Tc6,bridge|B_B|A,-0.321723185,-0.009409153,0.009409153
Cu6Rh6,hollow|A_B_B|HCP,-0.321869038,-0.009555006,0.009555006
Cu6Fe6,hollow|A_B_B|FCC,-0.302519567,0.009794465,0.009794465
Cu6Pt6,bridge|A_A|B,-0.302497117,0.009816915,0.009816915
Mo6Pd6,hollow|A_B_B|HCP,-0.30236487,0.009949162,0.009949162
Ag6Fe6,bridge|A_A|B,-0.302025952,0.01028808,0.01028808
Os6Rh6,bridge|A_A|B,-0.301764179,0.010549853,0.010549853
Ir12,top|A,-0.324119827,-0.011805795,0.011805795
Co6Ni6,hollow|A_A_B|HCP,-0.300393814,0.011920218,0.011920218
Cu6Ti6,hollow|A_A_B|FCC,-0.300016936,0.012297096,0.012297096
Pd6Ru6,hollow|A_B_B|HCP,-0.325142839,-0.012828807,0.012828807
Os6Rh6,hollow|A_A_B|FCC,-0.325144744,-0.012830712,0.012830712
Fe6Hf6,top|A,-0.299299916,0.013014116,0.013014116
Cu6Re6,top-tilt|B,-0.325535091,-0.013221059,0.013221059
Cr6Ir6,hollow|A_B_B|HCP,-0.326054829,-0.013740797,0.013740797
Re6Ru6,bridge|A_B|B,-0.326065169,-0.013751137,0.013751137
Cr6Pd6,hollow|A_B_B|HCP,-0.297858665,0.014455367,0.014455367
Pt6Tc6,bridge|B_B|A,-0.297853359,0.014460673,0.014460673
Co6Rh6,hollow|A_B_B|FCC,-0.327171856,-0.014857824,0.014857824
Co6Cu6,hollow|A_A_B|HCP,-0.327433902,-0.01511987,0.01511987
Cu6Mo6,hollow|A_A_B|HCP,-0.297052392,0.01526164,0.01526164
Ag6Re6,hollow|A_A_B|HCP,-0.296998105,0.015315927,0.015315927
Ag6Mo6,hollow|A_A_B|FCC,-0.296937832,0.0153762,0.0153762
Ir6Ni6,hollow|A_A_B|FCC,-0.296902185,0.015411847,0.015411847
Co6Os6,hollow|A_B_B|HCP,-0.327844385,-0.015530353,0.015530353
Fe6Tc6,bridge|A_A|B,-0.328355143,-0.016041111,0.016041111
Cr6Cu6,hollow|A_B_B|FCC,-0.328982502,-0.01666847,0.01666847
Hg6Rh6,bridge|B_B|A,-0.295523384,0.016790648,0.016790648
Ni6Os6,hollow|A_A_B|HCP,-0.295499574,0.016814458,0.016814458
Co6Ru6,hollow|A_A_B|FCC,-0.329354073,-0.017040041,0.017040041
Ag6Rh6,bridge|B_B|A,-0.295158751,0.017155281,0.017155281
Pd6Tc6,hollow|A_A_B|HCP,-0.29513671,0.017177322,0.017177322
Rh6Ru6,hollow|A_B_B|HCP,-0.294773574,0.017540458,0.017540458
Ni6Pd6,hollow|A_A_B|FCC,-0.294702008,0.017612024,0.017612024
Os6Ru6,bridge|A_A|B,-0.294274654,0.018039378,0.018039378
Co6Sc6,bridge|B_B|A,-0.294242,0.018072032,0.018072032
Co6Sc6,bridge|B_B|A,-0.294242,0.018072032,0.018072032
Co6Sc6,bridge|B_B|A,-0.294242,0.018072032,0.018072032
Fe6Ru6,hollow|A_A_B|FCC,-0.33159289,-0.019278858,0.019278858
Os6Zn6,bridge|A_A|B,-0.331601053,-0.019287021,0.019287021
Fe6Hg6,bridge|A_A|B,-0.292996807,0.019317225,0.019317225
Os6Zn6,bridge|B_B|A,-0.33168568,-0.019371648,0.019371648
Ir6Pd6,hollow|A_A_B|FCC,-0.331729491,-0.019415459,0.019415459
Ni6Rh6,hollow|A_B_B|HCP,-0.291948216,0.020365816,0.020365816
Ni6Rh6,hollow|A_B_B|HCP,-0.291948216,0.020365816,0.020365816
Ni6Rh6,hollow|A_B_B|HCP,-0.291948216,0.020365816,0.020365816
Pt6Rh6,hollow|A_B_B|FCC,-0.291889984,0.020424048,0.020424048
Pd6Pt6,bridge|B_B|A,-0.29168413,0.020629902,0.020629902
Ir6Ru6,hollow|A_B_B|FCC,-0.291632428,0.020681604,0.020681604
Ag6Ni6,bridge|B_B|A,-0.291363444,0.020950588,0.020950588
Ag6Ni6,bridge|A_A|B,-0.290750099,0.021563933,0.021563933
Ag6Re6,hollow-tilt|A_A_B|HCP,-0.29046057,0.021853462,0.021853462
Co6Ir6,hollow|A_B_B|FCC,-0.290348187,0.021965845,0.021965845
Co6Ru6,bridge|B_B|A,-0.2902656,0.022048432,0.022048432
Cu6Os6,bridge|B_B|A,-0.334694171,-0.022380139,0.022380139
Pd12,hollow|A_A_A|FCC,-0.289728039,0.022585993,0.022585993
Os6Ru6,hollow|A_B_B|HCP,-0.334942611,-0.022628579,0.022628579
Ni6Os6,hollow|A_B_B|HCP,-0.33534221,-0.023028178,0.023028178
Ag6Rh6,bridge|B_B|B,-0.289229119,0.023084913,0.023084913
Fe6Os6,bridge|B_B|A,-0.33586739,-0.023553358,0.023553358
Ru6V6,bridge|B_B|A,-0.335869431,-0.023555399,0.023555399
Nb6Pd6,hollow|A_B_B|FCC,-0.288705844,0.023608188,0.023608188
Co6Os6,hollow|A_A_B|HCP,-0.337582659,-0.025268627,0.025268627
Cr6Cu6,hollow|A_B_B|HCP,-0.337701029,-0.025386997,0.025386997
Cu6Ni6,hollow|A_B_B|HCP,-0.337988381,-0.025674349,0.025674349
Re12,bridge|A_A|A,-0.338007973,-0.025693941,0.025693941
Pd6Pt6,hollow|A_A_B|FCC,-0.286379134,0.025934898,0.025934898
Ni6Ru6,hollow|A_B_B|HCP,-0.338296686,-0.025982654,0.025982654
Ni6Ru6,hollow|A_B_B|HCP,-0.338296686,-0.025982654,0.025982654
Ni6Ru6,hollow|A_B_B|HCP,-0.338296686,-0.025982654,0.025982654
Co6Zn6,bridge|A_A|B,-0.286141579,0.026172453,0.026172453
La6Ni6,bridge|B_B|A,-0.285975182,0.02633885,0.02633885
Co6Rh6,hollow|A_A_B|HCP,-0.285703748,0.026610284,0.026610284
Mn6Y6,bridge|A_A|B,-0.33896459,-0.026650558,0.026650558
Re6Rh6,hollow|A_B_B|FCC,-0.339126225,-0.026812193,0.026812193
Os6Pd6,hollow-tilt|A_A_B|HCP,-0.339129355,-0.026815323,0.026815323
Tc6W6,bridge|A_A|B,-0.285288502,0.02702553,0.02702553
Ag6Pt6,bridge|B_B|A,-0.340017534,-0.027703502,0.027703502
Ni6Pt6,hollow|A_A_B|FCC,-0.284464542,0.02784949,0.02784949
Rh12,hollow|A_A_A|FCC,-0.284275014,0.028039018,0.028039018
Os6Pd6,hollow|A_B_B|HCP,-0.340982722,-0.02866869,0.02866869
Ru6Sc6,bridge|B_B|A,-0.283163701,0.029150331,0.029150331
Fe6Ru6,hollow|A_B_B|HCP,-0.34153348,-0.029219448,0.029219448
La6Y6,bridge|A_A|B,-0.34171811,-0.029404078,0.029404078
Ni6Re6,hollow|A_A_B|FCC,-0.342465742,-0.03015171,0.03015171
Ni6Re6,hollow|A_A_B|FCC,-0.342465742,-0.03015171,0.03015171
Ni6Re6,hollow|A_A_B|FCC,-0.342465742,-0.03015171,0.03015171
Cu6W6,hollow|A_A_B|HCP,-0.281724219,0.030589813,0.030589813
Fe6Ru6,bridge|A_A|B,-0.281664082,0.03064995,0.03064995
Pt6Sc6,bridge|B_B|A,-0.281621904,0.030692128,0.030692128
Ni6Rh6,hollow|A_A_B|HCP,-0.281586394,0.030727638,0.030727638
Ni6Rh6,hollow|A_A_B|HCP,-0.281586394,0.030727638,0.030727638
Ni6Rh6,hollow|A_A_B|HCP,-0.281586394,0.030727638,0.030727638
Co6Os6,bridge|B_B|A,-0.343404671,-0.031090639,0.031090639
Cu6Ni6,bridge|B_B|A,-0.280273308,0.032040724,0.032040724
Pd6Rh6,hollow|A_B_B|HCP,-0.279811395,0.032502637,0.032502637
Pd6Ru6,hollow|A_A_B|HCP,-0.279088525,0.033225507,0.033225507
Cu6V6,hollow|A_A_B|HCP,-0.278927161,0.033386871,0.033386871
Ag6Fe6,bridge|B_B|A,-0.278377219,0.033936813,0.033936813
Co6Os6,bridge|A_B|B,-0.278334905,0.033979127,0.033979127
Rh6Tc6,hollow|A_A_B|FCC,-0.346356154,-0.034042122,0.034042122
Os6Re6,hollow|A_A_B|HCP,-0.346376154,-0.034062122,0.034062122
Ni6Os6,bridge|B_B|A,-0.346483367,-0.034169335,0.034169335
Os6Ta6,hollow|A_A_B|HCP,-0.278117758,0.034196274,0.034196274
Cd6Ru6,bridge|B_B|A,-0.277951905,0.034362127,0.034362127
Cu6Ru6,bridge|B_B|A,-0.277813263,0.034500769,0.034500769
Ni6Os6,hollow|A_B_B|FCC,-0.3470012,-0.034687168,0.034687168
Re6Rh6,hollow|A_B_B|HCP,-0.347090181,-0.034776149,0.034776149
Ni6Zn6,bridge|A_A|B,-0.347882713,-0.035568681,0.035568681
Co6Ir6,hollow|A_A_B|HCP,-0.276614057,0.035699975,0.035699975
Pd6W6,hollow|A_A_B|HCP,-0.276576097,0.035737935,0.035737935
Pd6Rh6,hollow|A_B_B|FCC,-0.348211698,-0.035897666,0.035897666
Mo6Os6,bridge|A_A|B,-0.34842177,-0.036107738,0.036107738
Pd6V6,hollow|A_A_B|FCC,-0.276193914,0.036120118,0.036120118
Ir6Ni6,bridge|A_A|B,-0.2761033,0.036210732,0.036210732
Ir6Ni6,hollow|A_A_B|HCP,-0.275571589,0.036742443,0.036742443
Fe6Os6,hollow|A_A_B|FCC,-0.349065591,-0.036751559,0.036751559
Co6Ru6,hollow|A_B_B|HCP,-0.349431857,-0.037117825,0.037117825
Ni6Rh6,hollow|A_A_B|FCC,-0.274953891,0.037360141,0.037360141
Ni6Rh6,hollow|A_A_B|FCC,-0.274953891,0.037360141,0.037360141
Ni6Rh6,hollow|A_A_B|FCC,-0.274953891,0.037360141,0.037360141
Ir6W6,hollow|A_A_B|HCP,-0.349869416,-0.037555384,0.037555384
Ir6Pt6,top|B,-0.273976186,0.038337846,0.038337846
Os6Re6,bridge|B_B|A,-0.350751745,-0.038437713,0.038437713
Cr6Ir6,hollow|A_B_B|FCC,-0.350957463,-0.038643431,0.038643431
Mo6Pd6,hollow|A_B_B|FCC,-0.273631009,0.038683023,0.038683023
Cr6Ru6,bridge|B_B|A,-0.351022634,-0.038708602,0.038708602
Ir6Ni6,hollow|A_B_B|HCP,-0.273229505,0.039084527,0.039084527
Cu6La6,bridge|A_A|B,-0.273116578,0.039197454,0.039197454
Os6V6,hollow|A_A_B|HCP,-0.351946325,-0.039632293,0.039632293
Cu6Ru6,hollow|A_B_B|HCP,-0.272088804,0.040225228,0.040225228
Ru12,bridge|A_A|A,-0.271800772,0.04051326,0.04051326
Rh6Tc6,hollow|A_A_B|HCP,-0.353206212,-0.04089218,0.04089218
Pd6W6,hollow|A_A_B|FCC,-0.27061558,0.041698452,0.041698452
Co6Cu6,hollow|A_A_B|FCC,-0.27060728,0.041706752,0.041706752
Co6Ir6,hollow|A_B_B|HCP,-0.270551497,0.041762535,0.041762535
Os6Ru6,hollow|A_B_B|FCC,-0.354322695,-0.042008663,0.042008663
Cd6Fe6,bridge|B_B|A,-0.354356573,-0.042042541,0.042042541
Co6Ir6,hollow|A_A_B|FCC,-0.270169449,0.042144583,0.042144583
Cd6Ir6,top|B,-0.270018562,0.04229547,0.04229547
Fe6La6,top|A,-0.269849715,0.042464317,0.042464317
Os6Ru6,bridge|A_B|A,-0.269828627,0.042485405,0.042485405
Co6Y6,bridge|B_B|A,-0.355557819,-0.043243787,0.043243787
Co6Re6,bridge|A_A|B,-0.268937998,0.043376034,0.043376034
Ni6Ru6,hollow|A_A_B|FCC,-0.268853371,0.043460661,0.043460661
Ni6Ru6,hollow|A_A_B|FCC,-0.268853371,0.043460661,0.043460661
Ni6Ru6,hollow|A_A_B|FCC,-0.268853371,0.043460661,0.043460661
Ir6Pd6,top-tilt|B,-0.355953201,-0.043639169,0.043639169
Fe6Os6,hollow|A_B_B|HCP,-0.356369807,-0.044055775,0.044055775
Ag6W6,hollow|A_A_B|HCP,-0.267840971,0.044473061,0.044473061
Fe6Ru6,hollow|A_A_B|HCP,-0.356832537,-0.044518505,0.044518505
Mn6Y6,bridge|B_B|A,-0.267419195,0.044894837,0.044894837
Co6Ir6,bridge|B_B|A,-0.267362731,0.044951301,0.044951301
Co6Ru6,hollow|A_A_B|HCP,-0.357831467,-0.045517435,0.045517435
Pd6V6,hollow|A_A_B|HCP,-0.266682038,0.045631994,0.045631994
Ni6Os6,bridge|A_B|B,-0.266027196,0.046286836,0.046286836
Cr6Ir6,bridge|A_A|B,-0.359031353,-0.046717321,0.046717321
Rh6Ti6,hollow|A_A_B|HCP,-0.264709485,0.047604547,0.047604547
Nb6Pd6,hollow|A_B_B|HCP,-0.263753549,0.048560483,0.048560483
Cu6V6,hollow|A_A_B|FCC,-0.360918326,-0.048604294,0.048604294
Co6Y6,top|A,-0.361221597,-0.048907565,0.048907565
Cr6Os6,bridge|A_A|B,-0.36128568,-0.048971648,0.048971648
Ir6Pd6,top|A,-0.361580107,-0.049266075,0.049266075
Ir6Ta6,hollow|A_A_B|FCC,-0.361739566,-0.049425534,0.049425534
Pt6Ru6,hollow|A_B_B|FCC,-0.262794756,0.049519276,0.049519276
Cu6W6,hollow|A_A_B|FCC,-0.26271353,0.049600502,0.049600502
Cr6Re6,bridge|B_B|A,-0.362140797,-0.049826765,0.049826765
Fe6Zr6,top|A,-0.262218827,0.050095205,0.050095205
Cu6Os6,hollow-tilt|A_A_B|HCP,-0.261981136,0.050332896,0.050332896
Cu6Ir6,top-tilt|B,-0.261946713,0.050367319,0.050367319
Cu6Ru6,hollow|A_B_B|FCC,-0.261716913,0.050597119,0.050597119
Ni6Re6,hollow|A_A_B|HCP,-0.363628036,-0.051314004,0.051314004
Ni6Re6,hollow|A_A_B|HCP,-0.363628036,-0.051314004,0.051314004
Ni6Re6,hollow|A_A_B|HCP,-0.363628036,-0.051314004,0.051314004
Ir6W6,hollow|A_A_B|FCC,-0.364350906,-0.052036874,0.052036874
Ir6Mo6,hollow|A_A_B|FCC,-0.36454125,-0.052227218,0.052227218
Ir6Tc6,hollow|A_A_B|FCC,-0.259234691,0.053079341,0.053079341
Os6Pd6,hollow|A_A_B|FCC,-0.365895288,-0.053581256,0.053581256
Cu6Tc6,hollow|A_A_B|HCP,-0.258550596,0.053763436,0.053763436
Os12,hollow|A_A_A|FCC,-0.258513453,0.053800579,0.053800579
Ir6Mo6,bridge|A_A|B,-0.258390185,0.053923847,0.053923847
Tc6Zr6,top|A,-0.258220795,0.054093237,0.054093237
Co6Os6,top-tilt|B,-0.257201456,0.055112576,0.055112576
Cd6La6,4fold|A_A_B_B,-0.256641582,0.05567245,0.05567245
Os6Ru6,hollow|A_A_B|FCC,-0.368532615,-0.056218583,0.056218583
Cu6Mo6,hollow|A_A_B|FCC,-0.368792756,-0.056478724,0.056478724
Pd6Pt6,hollow|A_A_B|HCP,-0.255835036,0.056478996,0.056478996
Tc12,bridge|A_A|A,-0.368834798,-0.056520766,0.056520766
Cu6Os6,hollow|A_A_B|HCP,-0.255305367,0.057008665,0.057008665
Pd6Rh6,hollow|A_A_B|HCP,-0.254753656,0.057560376,0.057560376
Ru6Ta6,hollow|A_A_B|HCP,-0.370424487,-0.058110455,0.058110455
Mn6Y6,hollow|A_A_B|HCP,-0.371636618,-0.059322586,0.059322586
Co6Ti6,bridge|B_B|A,-0.372653371,-0.060339339,0.060339339
Fe6Ru6,bridge|A_B|A,-0.251858229,0.060455803,0.060455803
Pd12,hollow|A_A_A|HCP,-0.251614143,0.060699889,0.060699889
Co6Os6,hollow|A_B_B|FCC,-0.373049841,-0.060735809,0.060735809
Ir6Mo6,hollow|A_A_B|HCP,-0.373053243,-0.060739211,0.060739211
Ag6Mo6,hollow|A_B_B|HCP,-0.251448425,0.060865607,0.060865607
Re6Ru6,bridge|B_B|A,-0.250877803,0.061436229,0.061436229
Cd6Pt6,bridge|B_B|A,-0.250679296,0.061634736,0.061634736
Au6Ir6,bridge|B_B|A,-0.250406501,0.061907531,0.061907531
Ru12,hollow|A_A_A|HCP,-0.374250135,-0.061936103,0.061936103
Cr6Zr6,top|A,-0.249322672,0.06299136,0.06299136
Os6Pt6,bridge|A_A|B,-0.249312332,0.0630017,0.0630017
Rh6Ru6,hollow|A_B_B|FCC,-0.375418456,-0.063104424,0.063104424
Os6Pt6,bridge|B_B|A,-0.249060082,0.06325395,0.06325395
Cu6Nb6,hollow|A_A_B|FCC,-0.249015047,0.063298985,0.063298985
Rh6Ru6,hollow|A_A_B|HCP,-0.248700076,0.063613956,0.063613956
Cr6Tc6,bridge|B_B|A,-0.376304187,-0.063990155,0.063990155
Ru6Zr6,bridge|B_B|A,-0.376634533,-0.064320501,0.064320501
Ir6Ni6,hollow|A_B_B|FCC,-0.247733255,0.064580777,0.064580777
Au6Pt6,bridge|B_B|A,-0.247521278,0.064792754,0.064792754
Co6Pd6,hollow|A_A_B|FCC,-0.247220593,0.065093439,0.065093439
Pd6Ta6,hollow|A_A_B|HCP,-0.246768884,0.065545148,0.065545148
Ir6Rh6,hollow|A_A_B|FCC,-0.24611513,0.066198902,0.066198902
Co12,hollow|A_A_A|HCP,-0.245903834,0.066410198,0.066410198
Rh12,hollow|A_A_A|HCP,-0.245202188,0.067111844,0.067111844
Pt6Ta6,hollow|A_B_B|FCC,-0.379668602,-0.06735457,0.06735457
Fe6Os6,hollow|A_B_B|FCC,-0.380133236,-0.067819204,0.067819204
Au6Pt6,bridge|A_A|B,-0.243950873,0.068363159,0.068363159
Os6Re6,hollow|A_A_B|FCC,-0.381025906,-0.068711874,0.068711874
La6Mo6,bridge|B_B|A,-0.243529232,0.0687848,0.0687848
Cu6Ir6,bridge|B_B|A,-0.381685238,-0.069371206,0.069371206
Au6Rh6,bridge|B_B|A,-0.242399007,0.069915025,0.069915025
Fe6Os6,hollow|A_A_B|HCP,-0.382333957,-0.070019925,0.070019925
Rh6Ru6,hollow|A_A_B|FCC,-0.241558312,0.07075572,0.07075572
Ir6V6,hollow|A_A_B|FCC,-0.38351602,-0.071201988,0.071201988
Cr6Pd6,hollow|A_B_B|FCC,-0.240716528,0.071597504,0.071597504
Fe6Zn6,hollow|A_A_B|HCP,-0.384840942,-0.07252691,0.07252691
Au6Rh6,hollow|A_B_B|FCC,-0.239647801,0.072666231,0.072666231
La6Mn6,hollow-tilt|A_B_B|FCC,-0.385024891,-0.072710859,0.072710859
Cd6Pt6,top|B,-0.239398136,0.072915896,0.072915896
Ir6Re6,hollow|A_B_B|HCP,-0.385549935,-0.073235903,0.073235903
Cr6Pt6,hollow|A_A_B|FCC,-0.385658372,-0.07334434,0.07334434
Nb6Re6,top|B,-0.238788737,0.073525295,0.073525295
Ir6Tc6,hollow|A_A_B|HCP,-0.238594448,0.073719584,0.073719584
Fe6Ru6,hollow|A_B_B|FCC,-0.386167905,-0.073853873,0.073853873
Ir6Re6,bridge|A_A|B,-0.386830094,-0.074516062,0.074516062
Ir6Ni6,bridge|A_B|A,-0.237677288,0.074636744,0.074636744
Ir6Pt6,top|A,-0.38702003,-0.074705998,0.074705998
Ni6Pd6,hollow|A_B_B|HCP,-0.23749089,0.074823142,0.074823142
Au6Ir6,top|B,-0.237485992,0.07482804,0.07482804
Co6Sc6,top|A,-0.387233095,-0.074919063,0.074919063
Co6Sc6,top|A,-0.387233095,-0.074919063,0.074919063
Co6Sc6,top|A,-0.387233095,-0.074919063,0.074919063
Ir6Re6,hollow|A_B_B|FCC,-0.387656232,-0.0753422,0.0753422
Ag6Co6,bridge|B_B|A,-0.236969792,0.07534424,0.07534424
Rh6Zn6,bridge|A_A|B,-0.387682355,-0.075368323,0.075368323
Ni6Zr6,bridge|A_A|B,-0.23656788,0.075746152,0.075746152
Co6Rh6,bridge|B_B|A,-0.236459171,0.075854861,0.075854861
Mo6Pt6,hollow|A_A_B|FCC,-0.388205357,-0.075891325,0.075891325
Re6Ru6,bridge|A_B|A,-0.388520601,-0.076206569,0.076206569
La6Mn6,hollow-tilt|A_A_B|FCC,-0.388703734,-0.076389702,0.076389702
Os6Tc6,hollow|A_A_B|HCP,-0.388829859,-0.076515827,0.076515827
Cu6Tc6,hollow|A_A_B|FCC,-0.235693306,0.076620726,0.076620726
W6Zn6,hollow-tilt|A_B_B|HCP,-0.235509493,0.076804539,0.076804539
Nb6Ru6,hollow|A_B_B|HCP,-0.389703072,-0.07738904,0.07738904
Os6Sc6,bridge|B_B|A,-0.234035861,0.078278171,0.078278171
Pd6Re6,hollow|A_A_B|FCC,-0.233960077,0.078353955,0.078353955
Ir6Pt6,bridge|A_A|B,-0.233587689,0.078726343,0.078726343
Ni6W6,hollow|A_A_B|HCP,-0.391042416,-0.078728384,0.078728384
Os6W6,bridge|B_B|A,-0.392055904,-0.079741872,0.079741872
Ir6Rh6,hollow|A_B_B|FCC,-0.231755003,0.080559029,0.080559029
Ni6Ru6,hollow|A_B_B|FCC,-0.393148986,-0.080834954,0.080834954
Ni6Ru6,hollow|A_B_B|FCC,-0.393148986,-0.080834954,0.080834954
Ni6Ru6,hollow|A_B_B|FCC,-0.393148986,-0.080834954,0.080834954
Cr6Ir6,bridge|B_B|A,-0.23142003,0.080894002,0.080894002
Cr6Re6,top|B,-0.231333362,0.08098067,0.08098067
Cu6Re6,hollow|A_A_B|FCC,-0.231252408,0.081061624,0.081061624
Pd6Tc6,hollow|A_A_B|FCC,-0.231007234,0.081306798,0.081306798
Ir6Pt6,hollow|A_A_B|FCC,-0.230977301,0.081336731,0.081336731
Ru6W6,bridge|A_A|B,-0.393893353,-0.081579321,0.081579321
Pd6Pt6,bridge|A_B|B,-0.230531171,0.081782861,0.081782861
Ir6Tc6,hollow|A_B_B|HCP,-0.394722076,-0.082408044,0.082408044
Ni6Os6,hollow|A_A_B|FCC,-0.229834695,0.082479337,0.082479337
Rh6W6,bridge|A_A|B,-0.229402851,0.082911181,0.082911181
La6Zn6,bridge|A_A|B,-0.395414741,-0.083100709,0.083100709
Pt12,hollow|A_A_A|FCC,-0.229145975,0.083168057,0.083168057
La6Zn6,bridge|B_B|A,-0.229008422,0.08330561,0.08330561
Os12,hollow|A_A_A|HCP,-0.228759573,0.083554459,0.083554459
Cu6Ta6,hollow|A_A_B|FCC,-0.227586491,0.084727541,0.084727541
Ni6Pt6,hollow|A_B_B|HCP,-0.226913417,0.085400615,0.085400615
Cu6Pd6,hollow|A_B_B|HCP,-0.22658484,0.085729192,0.085729192
Co6Pt6,hollow|A_A_B|FCC,-0.226542254,0.085771778,0.085771778
Ag6Ir6,top-tilt|B,-0.22643817,0.085875862,0.085875862
La6Zn6,4fold|A_A_B_B,-0.225682646,0.086631386,0.086631386
Ag6Ir6,top-tilt|A,-0.225326449,0.086987583,0.086987583
Os6Rh6,hollow|A_B_B|HCP,-0.224818004,0.087496028,0.087496028
Nb6Y6,bridge|B_B|A,-0.400032105,-0.087718073,0.087718073
Ir6Rh6,bridge|A_A|B,-0.224477454,0.087836578,0.087836578
Pt6Rh6,hollow|A_B_B|HCP,-0.224009146,0.088304886,0.088304886
Hf6Re6,top|B,-0.400632796,-0.088318764,0.088318764
Pd6Ru6,hollow|A_B_B|FCC,-0.400912121,-0.088598089,0.088598089
Ni6W6,hollow|A_A_B|FCC,-0.400917428,-0.088603396,0.088603396
Ir6Re6,hollow|A_A_B|FCC,-0.223491722,0.08882231,0.08882231
Pt6Y6,bridge|B_B|A,-0.401255121,-0.088941089,0.088941089
Ir6Nb6,bridge|B_B|A,-0.401377164,-0.089063132,0.089063132
Co6Ru6,bridge|A_A|B,-0.222231562,0.09008247,0.09008247
Ag6Ru6,bridge|A_A|A,-0.222048702,0.09026533,0.09026533
W6Zn6,top-tilt|A,-0.221802575,0.090511457,0.090511457
Cr6Rh6,hollow|A_B_B|FCC,-0.402990527,-0.090676495,0.090676495
Ag6Ir6,hollow-tilt|A_A_B|HCP,-0.221626245,0.090687787,0.090687787
Co6Hg6,bridge|A_A|B,-0.221458895,0.090855137,0.090855137
Hf6Ir6,hollow|A_B_B|FCC,-0.403560605,-0.091246573,0.091246573
Pt6Ru6,hollow|A_B_B|HCP,-0.221006778,0.091307254,0.091307254
Os6Rh6,bridge|A_B|A,-0.220711671,0.091602361,0.091602361
Ag6Ru6,bridge|B_B|B,-0.22055643,0.091757602,0.091757602
Ni6Y6,bridge|B_B|A,-0.404229869,-0.091915837,0.091915837
Y6Zn6,4fold|A_A_B_B,-0.220258465,0.092055567,0.092055567
Cr6Rh6,hollow|A_B_B|HCP,-0.404449193,-0.092135161,0.092135161
Ni6Y6,bridge|A_A|B,-0.404760083,-0.092446051,0.092446051
Mo6Os6,bridge|B_B|A,-0.404833282,-0.09251925,0.09251925
