surface,LC,MV,EN,IE,EA,SE,DBC,DBW,DBF,DOS,WF,CN,GCN,VE,RxnE
Ag6Cu6,385.01,8.69,1.90994782529736,7.67633133333333,1.25733333333333,297.5,-2.849785349,1.407924172,0.982332407,3.905,4.78821049,3,6.95454545454545,11,0.051979866
Ag6Fe6,347.59,8.68,1.83,7.9024681,0.151,360.8,-1.306580312,1.18507209,0.512778704,10.143,4.67369875,1,7.5,8,0.273434679
Ag6Fe6,347.59,8.68,1.93,7.576234,1.302,266.3,-4.329177289,0.69124347,0.497162083,10.143,4.67369875,2,7.33,11,-0.302025952
Ag6Fe6,347.59,8.68,1.83,7.9024681,0.151,360.8,-1.306345465,1.185049544,0.51277797,10.143,4.67369875,2,7.33,8,-0.278377219
Ag6Fe6,347.59,8.68,1.89607379450713,7.6849787,0.918333333333333,297.8,-3.345988136,0.952711371,0.502235885,10.143,4.67369875,3,7.5,9.8921748864974,0.074597696
Ag6Fe6,347.59,8.68,1.89607379450713,7.6849787,0.918333333333333,297.8,-3.345853316,0.952816551,0.502235105,10.143,4.67369875,3,6.95454545454545,9.8921748864974,0.020086219
Ag6Fe6,347.59,8.68,1.86274395555268,7.7937234,0.534666666666667,329.3,-2.338638679,1.098971953,0.507443869,10.143,4.67369875,3,7.5,8.89592036227726,-0.307076657
Ag6Fe6,347.59,8.68,1.86274395555268,7.7937234,0.534666666666667,329.3,-2.338639019,1.0989723,0.507442976,10.143,4.67369875,3,6.95454545454545,8.89592036227726,0.019930842
Ag6Hf6,364.085,11.855,1.3,6.82507,0.014,655.5,-0.225293262,3.966837181,0.422359961,14.21,4.304675925,1,7.5,4,0.063516132
Ag6Hf6,364.085,11.855,1.93,7.576234,1.302,266.3,-4.626096549,1.705870951,0.982969626,14.21,4.304675925,2,7.33,11,-0.787843034
Ag6Hf6,364.085,11.855,1.3,6.82507,0.014,655.5,-0.2249498,3.966601111,0.422309206,14.21,4.304675925,2,7.33,4,-0.788540189
Ag6Hf6,364.085,11.855,1.69181416473248,7.325846,0.872666666666667,396.033333333333,-3.528367422,3.120106339,0.84312825,14.21,4.304675925,3,7.5,7.85142441053969,0.033081015
Ag6Hf6,364.085,11.855,1.69181416473248,7.325846,0.872666666666667,396.033333333333,-3.528027406,3.120357053,0.84308148,14.21,4.304675925,3,6.95454545454545,7.85142441053969,-0.095206101
Ag6Hg6,354.515,12.18,1.93,7.576234,1.302,266.3,-4.053197535,0.992035779,0.989517253,4.656,4.475737215,1,7.5,11,0.927720839
Ag6Hg6,354.515,12.18,2,10.437504,0,61.49,-6.591131969,0.898750336,0.995184302,4.656,4.475737215,1,7.5,12,1.146822276
Ag6Hg6,354.515,12.18,1.97638902446748,9.48374733333333,0.434,129.76,-5.746461323,1.515498255,0.993297898,4.656,4.475737215,3,7.5,11.6569533665029,0.889111287
Ag6Hg6,354.515,12.18,1.97638902446748,9.48374733333333,0.434,129.76,-5.746453523,1.515493286,0.993298146,4.656,4.475737215,3,6.95454545454545,11.6569533665029,0.875933902
Ag6Ir6,396.215,9.395,2.2,8.96702,1.5638,586,-1.666928087,1.926292245,0.808669261,21.28,5.158494312,2,7.33,9,-0.315647971
Ag6Ir6,396.215,9.395,2.01610168662781,8.03982933333333,1.38926666666667,372.866666666667,-3.095785578,1.789270906,0.927276173,21.28,5.158494312,3,6.95454545454545,10.2882764781018,0.079700783
Ag6Ir6,396.215,9.395,1.93,7.576234,1.302,266.3,-3.793958637,1.21151353,0.98522849,21.28,5.158494312,1,7.5,11,-0.225326449
Ag6Ir6,396.215,9.395,2.2,8.96702,1.5638,586,-1.66689492,1.92630674,0.808661906,21.28,5.158494312,1,7.5,9,-0.22643817
Ag6Ir6,396.215,9.395,2.01610168662781,8.03982933333333,1.38926666666667,372.866666666667,-3.095754346,1.789311339,0.927271146,21.28,5.158494312,3,7.5,10.2882764781018,-0.221626245
Ag6La6,392.865,16.33,1.93,7.576234,1.302,266.3,-4.632343285,1.585845896,0.991739357,11,3.289233177,1,7.5,11,0.447233244
Ag6La6,392.865,16.33,1.1,5.5769,0.47,406.2,-0.60161169,2.831085348,0.470485231,11,3.289233177,1,7.5,3,0.291687803
Ag6La6,392.865,16.33,1.93,7.576234,1.302,266.3,-4.632318036,1.585815421,0.991742285,11,3.289233177,2,7.33,11,-0.557652414
Ag6La6,392.865,16.33,1.1,5.5769,0.47,406.2,-0.601534044,2.830994162,0.470460462,11,3.289233177,2,7.33,3,-0.552784569
Ag6La6,392.865,16.33,1.45705181788432,6.576567,0.886,336.25,-3.511081343,2.703144524,0.846740789,11,3.289233177,5,7.615384615,5.74456264653803,-0.20130111
Ag6Mn6,649.89,8.81,1.93,7.576234,1.302,266.3,-4.631274242,1.018774686,0.497500127,4.8068,4.303706683,1,7.5,11,3.749002425
Ag6Mn6,649.89,8.81,1.55,7.434038,0,233.2,-1.225594169,1.229369269,0.513886508,4.8068,4.303706683,1,7.5,7,3.026536918
Ag6Mn6,649.89,8.81,1.93,7.576234,1.302,266.3,-4.631279835,1.018808215,0.497498388,4.8068,4.303706683,2,7.33,11,2.448340998
Ag6Mn6,649.89,8.81,1.55,7.434038,0,233.2,-1.225618267,1.229360858,0.51389172,4.8068,4.303706683,2,7.33,7,2.436977796
Ag6Mo6,361.615,9.825,1.93,7.576234,1.302,266.3,-4.031766547,1.650243002,0.985109189,15.52,5.030215853,1,7.5,11,0.540172501
Ag6Mo6,361.615,9.825,2.16,7.09243,0.748,636,-0.642507939,3.640701641,0.565569669,15.52,5.030215853,2,7.33,6,-0.616801254
Ag6Mo6,361.615,9.825,2.00380807800241,7.414966,1.11733333333333,389.533333333333,-2.991827155,2.897777471,0.856374372,15.52,5.030215853,3,6.95454545454545,8.98763734707568,-0.296937832
Ag6Mo6,361.615,9.825,2.08043876345477,7.253698,0.932666666666666,512.766666666667,-1.865956759,3.478965976,0.717015432,15.52,5.030215853,3,7.5,7.34342046204996,-0.251448425
Ag6Mo6,361.615,9.825,2.08043876345477,7.253698,0.932666666666666,512.766666666667,-1.865965929,3.478967801,0.71701586,15.52,5.030215853,3,6.95454545454545,7.34342046204996,-0.602948211
Ag6Nb6,369.285,10.55,1.6,6.75885,0.916,716.8,-0.452977269,3.591110498,0.522957925,10.67,4.670781998,2,7.33,5,-0.659415914
Ag6Nb6,369.285,10.55,1.81305731573497,7.30377266666667,1.17333333333333,416.466666666667,-3.279536272,2.966174414,0.854832342,10.67,4.670781998,3,7.5,8.45769055811492,-0.157808611
Ag6Nb6,369.285,10.55,1.81305731573497,7.30377266666667,1.17333333333333,416.466666666667,-3.27939192,2.966280667,0.854811669,10.67,4.670781998,3,6.95454545454545,8.45769055811492,-0.133594153
Ag6Ni6,380.465,8.43,1.93,7.576234,1.302,266.3,-3.962840601,0.878922635,0.49212494,9.276,4.947447967,2,7.33,11,-0.290750099
Ag6Ni6,380.465,8.43,1.91,7.639878,1.156,395.2,-0.920123825,0.838462876,0.475793285,9.276,4.947447967,2,7.33,10,-0.291363444
Ag6Ni6,380.465,8.43,1.92331017162626,7.59744866666667,1.25333333333333,309.266666666667,-2.954088451,1.273628947,0.486713903,9.276,4.947447967,3,6.95454545454545,10.6560223676661,0.024687256
Ag6Ni6,380.465,8.43,1.92331017162626,7.59744866666667,1.25333333333333,309.266666666667,-2.954082733,1.273584871,0.486714831,9.276,4.947447967,3,7.5,10.6560223676661,0.079099683
Ag6Os6,340.985,9.345,1.93,7.576234,1.302,266.3,-3.983369561,1.919414802,0.985225781,8.452,4.996427186,2,7.33,11,0.218940754
Ag6Os6,340.985,9.345,2.2,8.43823,1.1,661,-1.625562052,3.99360583,0.699476326,8.452,4.996427186,2,7.33,8,0.226217486
Ag6Os6,340.985,9.345,2.01610168662781,7.863566,1.23466666666667,397.866666666667,-3.209183746,2.988772595,0.891431854,8.452,4.996427186,3,7.5,9.8921748864974,0.369796176
Ag6Os6,340.985,9.345,2.10604456519353,8.150898,1.16733333333333,529.433333333333,-2.423541758,3.61146846,0.796189325,8.452,4.996427186,3,7.5,8.89592036227726,0.369598485
Ag6Pd6,398.8,9.415,2.2,8.336839,0.562,396.7,-1.408819223,1.303921614,0.943049323,2.146,5.034559961,2,7.33,10,-0.181667689
Ag6Pd6,398.8,9.415,2.01610168662781,7.829769,1.05533333333333,309.766666666667,-2.827955297,1.56405644,0.971910199,2.146,5.034559961,3,7.5,10.6560223676661,0.113710387
Ag6Pd6,398.8,9.415,2.01610168662781,7.829769,1.05533333333333,309.766666666667,-2.82795677,1.564059835,0.971910049,2.146,5.034559961,3,6.95454545454545,10.6560223676661,0.039801139
Ag6Pd6,398.8,9.415,2.10604456519353,8.083304,0.808666666666666,353.233333333333,-2.119857797,1.605469829,0.95751042,2.146,5.034559961,3,7.5,10.3228011545637,-0.199235902
Ag6Pt6,400.475,9.68,2.28,8.95883,2.128,510,-1.728668999,1.638533819,0.917455065,4.655,5.261087206,1,7.5,10,-0.131804732
Ag6Pt6,400.475,9.68,2.28,8.95883,2.128,510,-1.728603472,1.638540765,0.917447519,4.655,5.261087206,2,7.33,10,-0.340017534
Ag6Re6,342.315,9.565,1.93,7.576234,1.302,266.3,-3.941856371,1.828555421,0.984075508,22.25,5.240411354,1,7.5,11,0.950766296
Ag6Re6,342.315,9.565,1.93,7.576234,1.302,266.3,-3.94178399,1.828707844,0.984065375,22.25,5.240411354,2,7.33,11,0.670388633
Ag6Re6,342.315,9.565,1.9,7.83352,0.15,738,-0.895992586,4.134986567,0.627753805,22.25,5.240411354,2,7.33,7,-0.613233026
Ag6Re6,342.315,9.565,1.91994773439902,7.661996,0.918,423.533333333333,-2.960080285,3.130893993,0.869228814,22.25,5.240411354,3,7.5,9.4615249029094,-0.296998105
Ag6Re6,342.315,9.565,1.91994773439902,7.661996,0.918,423.533333333333,-2.960065325,3.131115527,0.869217355,22.25,5.240411354,3,6.95454545454545,9.4615249029094,0.008403011
Ag6Re6,342.315,9.565,1.91994773439902,7.661996,0.918,423.533333333333,-2.960080285,3.130893993,0.869228814,22.25,5.240411354,3,7.5,9.4615249029094,-0.29046057
Ag6Rh6,394.435,9.275,2.28,7.4589,1.137,516.7,-1.248226509,2.191831222,0.839658407,27.47,5.070071192,2,7.33,9,-0.289229119
Ag6Rh6,394.435,9.275,1.93,7.576234,1.302,266.3,-3.730346929,1.56358062,0.985541195,27.47,5.070071192,2,7.33,11,0.580359089
Ag6Rh6,394.435,9.275,2.28,7.4589,1.137,516.7,-1.248226509,2.191831222,0.839658407,27.47,5.070071192,2,7.33,9,-0.295158751
Ag6Rh6,394.435,9.275,2.09771304043237,7.517567,1.2195,391.5,-2.497501135,2.270833867,0.913083422,27.47,5.070071192,2,7.33,9.9498743710662,-0.114883878
Ag6Rh6,394.435,9.275,2.04024891234185,7.53712266666667,1.247,349.766666666667,-2.910288226,2.141771131,0.937343401,27.47,5.070071192,3,6.95454545454545,10.2882764781018,0.059795383
Ag6Rh6,394.435,9.275,2.04024891234185,7.53712266666667,1.247,349.766666666667,-2.910268644,2.141783728,0.937339449,27.47,5.070071192,3,7.5,10.2882764781018,-0.123540363
Ag6Ru6,339.56,9.22,1.93,7.576234,1.302,266.3,-3.906971124,1.626901118,0.985722838,13.38,5.018452251,2,7.33,11,-0.222048702
Ag6Ru6,339.56,9.22,2.2,7.3605,1.05,605.7,-1.352322888,3.071719788,0.713778939,13.38,5.018452251,2,7.33,8,-0.22055643
Ag6Ru6,339.56,9.22,2.2,7.3605,1.05,605.7,-1.352322888,3.071719788,0.713778939,13.38,5.018452251,2,7.33,8,-0.194623709
Ag6Ru6,339.56,9.22,2.01610168662781,7.50432266666667,1.218,379.433333333333,-3.06483906,2.515329246,0.896080282,13.38,5.018452251,3,7.5,9.8921748864974,-0.102645694
Ag6Sc6,369.715,12.635,1.36,6.56149,0.188,334,0.012886537,1.912738132,0.275216418,19.02,3.820802265,1,7.5,3,0.182526344
Ag6Sc6,369.715,12.635,1.36,6.56149,0.188,334,0.012999224,1.91278356,0.275211664,19.02,3.820802265,2,7.33,3,-0.776159282
Ag6Sc6,369.715,12.635,1.62012345208629,7.068862,0.745,300.15,-3.106486359,2.786784267,0.731857235,19.02,3.820802265,5,7.615384615,5.74456264653803,0.090964935
Ag6Ta6,369.33,10.56,1.5,7.549571,0.322,771,0.212409092,4.235393797,0.416541959,6.743,4.753701215,2,7.33,5,-0.750986303
Ag6Ta6,369.33,10.56,1.77446985423883,7.56734633333333,0.975333333333333,434.533333333333,-3.00798947,3.759132542,0.797910285,6.743,4.753701215,3,7.5,8.45769055811492,-0.176564194
Ag6Ta6,369.33,10.56,1.77446985423883,7.56734633333333,0.975333333333333,434.533333333333,-3.008344118,3.758839841,0.797949365,6.743,4.753701215,3,6.95454545454545,8.45769055811492,-0.120385611
Ag6Tc6,341.015,9.45,1.9,7.11938,0.55,573,-0.899835265,3.579359009,0.641062473,9.099,5.120100074,2,7.33,7,-0.484114873
Ag6Tc6,341.015,9.45,1.91994773439902,7.42394933333333,1.05133333333333,368.533333333333,-2.93673867,2.812860249,0.874122093,9.099,5.120100074,3,6.95454545454545,9.4615249029094,0.103950071
Ag6Ti6,351.805,10.455,1.93,7.576234,1.302,266.3,-4.559950618,1.362462453,0.986970322,26.85,4.340256564,2,7.33,11,-0.686154092
Ag6Ti6,351.805,10.455,1.54,6.82812,0.079,443.7,-0.07551561,2.373193277,0.425691403,26.85,4.340256564,2,7.33,4,-0.690483015
Ag6Ti6,351.805,10.455,1.79010475547684,7.32686266666667,0.894333333333333,325.433333333333,-3.41737331,2.576197575,0.843958054,26.85,4.340256564,3,7.5,7.85142441053969,0.02143087
Ag6Ti6,351.805,10.455,1.79010475547684,7.32686266666667,0.894333333333333,325.433333333333,-3.417338499,2.576210321,0.843953617,26.85,4.340256564,3,6.95454545454545,7.85142441053969,-0.115952197
Ag6Ti6,351.805,10.455,1.66034975936829,7.07749133333333,0.486666666666667,384.566666666667,-1.969607835,2.990582227,0.662753162,26.85,4.340256564,3,6.95454545454545,5.60407866131077,-0.113752836
Ag6V6,355.765,9.295,1.63,6.746187,0.525,475.8,-0.354375246,2.868622316,0.529882707,22.89,4.760307594,2,7.33,5,-0.622612654
Ag6V6,355.765,9.295,1.82431883004512,7.29955166666667,1.043,336.133333333333,-3.253486358,2.599795424,0.863090838,22.89,4.760307594,3,7.5,8.45769055811492,-0.163296875
Ag6V6,355.765,9.295,1.82431883004512,7.29955166666667,1.043,336.133333333333,-3.25358021,2.599591009,0.863109948,22.89,4.760307594,3,6.95454545454545,8.45769055811492,-0.07782102
Ag6V6,355.765,9.295,1.72442445267212,7.02286933333333,0.784,405.966666666667,-1.949365788,3.082205368,0.713199517,22.89,4.760307594,3,6.95454545454545,6.50295723425693,-0.630291162
Ag6V6,355.765,9.295,1.63,6.746187,0.525,475.8,-0.354375246,2.868622316,0.529882707,22.89,4.760307594,2,7.33,5,-0.628281465
Ag6W6,362.525,9.87,2.36,7.86403,0.81626,835,-0.690594927,4.282269048,0.558902525,22.34,5.102995171,2,7.33,6,-0.722673946
Ag6W6,362.525,9.87,2.06383769480692,7.672166,1.14008666666667,455.866666666667,-3.108068856,3.221766639,0.85453764,22.34,5.102995171,3,7.5,8.98763734707568,-0.267840971
Ag6W6,362.525,9.87,2.06383769480692,7.672166,1.14008666666667,455.866666666667,-3.108059415,3.221730189,0.854537909,22.34,5.102995171,3,6.95454545454545,8.98763734707568,-0.123299406
Ag6Y6,386.635,15.075,1.93,7.576234,1.302,266.3,-4.770110433,1.432772276,0.986198507,8.812,3.582608877,1,7.5,11,0.44578138
Ag6Y6,386.635,15.075,1.22,6.21726,0.307,391.4,-0.055289811,2.667318132,0.314134059,8.812,3.582608877,1,7.5,3,0.198697933
Ag6Y6,386.635,15.075,1.22,6.21726,0.307,391.4,-0.056268904,2.667587411,0.314308393,8.812,3.582608877,2,7.33,3,-0.802010777
Ag6Y6,386.635,15.075,1.53447059274526,6.896747,0.8045,328.85,-3.148480651,2.968010919,0.755056087,8.812,3.582608877,5,7.615384615,5.74456264653803,0.090147641
Ag6Zn6,337.51,9.715,1.65,9.394197,0,126.35,-7.122107868,0.683993829,0.997780442,3.599,4.616971779,1,7.5,12,0.70255589
Ag6Zn6,337.51,9.715,1.93,7.576234,1.302,266.3,-4.396367536,1.181209557,0.983545543,3.599,4.616971779,2,7.33,11,0.549396752
Ag6Zn6,337.51,9.715,1.78451674130561,8.4852155,0.651,196.325,-5.762955405,1.669639823,0.990681484,3.599,4.616971779,2,7.33,11.4891252930761,0.460793084
Ag6Zn6,337.51,9.715,1.78451674130561,8.4852155,0.651,196.325,-5.762947734,1.669683316,0.990680316,3.599,4.616971779,2,7.33,11.4891252930761,0.473424881
Ag6Zn6,337.51,9.715,1.8317499460075,8.18222166666667,0.868,219.65,-5.308160319,1.654984269,0.988306551,3.599,4.616971779,3,6.95454545454545,11.323713482402,0.439329561
Ag6Zn6,337.51,9.715,1.73850148429973,8.78820933333333,0.434,173,-6.216721021,1.556906146,0.993052649,3.599,4.616971779,3,7.5,11.6569533665029,0.510159161
Ag6Zn6,337.51,9.715,1.73850148429973,8.78820933333333,0.434,173,-6.216717166,1.556938574,0.993051861,3.599,4.616971779,3,6.95454545454545,11.6569533665029,0.442080904
Ag6Zr6,365.865,12.145,1.33,6.634126,0.426,601,-0.193117007,3.335246667,0.443509512,19.31,4.207015591,1,7.5,4,0.131495475
Ag6Zr6,365.865,12.145,1.93,7.576234,1.302,266.3,-4.524388882,1.647160075,0.983938604,19.31,4.207015591,2,7.33,11,-0.723307155
Ag6Zr6,365.865,12.145,1.33,6.634126,0.426,601,-0.192816484,3.335217634,0.443450268,19.31,4.207015591,2,7.33,4,-0.723656957
Ag6Zr6,365.865,12.145,1.70472927650953,7.262198,1.01,377.866666666667,-3.442807148,2.885957736,0.84897484,19.31,4.207015591,3,7.5,7.85142441053969,0.026074492
Ag6Zr6,365.865,12.145,1.70472927650953,7.262198,1.01,377.866666666667,-3.442478073,2.88620852,0.848923215,19.31,4.207015591,3,6.95454545454545,7.85142441053969,-0.099201549
Ag6Zr6,365.865,12.145,1.50575228299932,6.948162,0.718,489.433333333333,-2.05058128,3.480296719,0.675258298,19.31,4.207015591,3,7.5,5.60407866131077,-0.698938953
Au12,407.82,10.21,2.54,9.225554,2.30863,342.5,-3.239426153,1.406590579,0.974485182,1.182,5.426721805,1,7.5,11,0.534248174
Au12,407.82,10.21,2.54,9.225554,2.30863,342.5,-3.2394949,1.406454751,0.974491392,1.182,5.426721805,2,7.33,11,0.39593203
Au12,407.82,10.21,2.54,9.225554,2.30863,342.5,-3.239449459,1.406481978,0.974489352,1.182,5.426721805,3,7.5,11,0.371106676
Au12,407.82,10.21,2.54,9.225554,2.30863,342.5,-3.239430288,1.406537468,0.97448698,1.182,5.426721805,3,6.95454545454545,11,0.322403197
Au6Cd6,352.88,11.605,1.69,8.99382,0,106.3,-8.627509892,0.976936664,0.997319706,1.166,4.634060417,1,7.5,12,0.99140092
Au6Cd6,352.88,11.605,2.54,9.225554,2.30863,342.5,-3.606229575,1.27483433,0.97948399,1.166,4.634060417,2,7.33,11,0.515337215
Au6Cd6,352.88,11.605,1.93583813931492,9.07106466666667,0.769543333333333,185.033333333333,-6.961507243,2.601298987,0.991402643,1.166,4.634060417,3,6.95454545454545,11.6569533665029,0.613655754
Au6Co6,329.265,8.44,2.54,9.225554,2.30863,342.5,-3.774601457,1.562442563,0.490380266,9.621,5.131132189,1,7.5,11,0.456825257
Au6Co6,329.265,8.44,2.54,9.225554,2.30863,342.5,-3.774648766,1.562434528,0.490367278,9.621,5.131132189,2,7.33,11,0.373002493
Au6Co6,329.265,8.44,1.88,7.88101,0.662,391.2,-1.431682418,1.05817847,0.492799193,9.621,5.131132189,2,7.33,9,-0.066972386
Au6Co6,329.265,8.44,2.29760355307836,8.77737266666667,1.75975333333333,358.733333333333,-2.99651241,1.434446691,0.491178021,9.621,5.131132189,3,7.5,10.2882764781018,0.207694017
Au6Co6,329.265,8.44,2.29760355307836,8.77737266666667,1.75975333333333,358.733333333333,-2.996437821,1.434561513,0.491176414,9.621,5.131132189,3,6.95454545454545,10.2882764781018,0.180831075
Au6Co6,329.265,8.44,2.07833940437728,8.32919133333333,1.21087666666667,374.966666666667,-2.215530887,1.271336508,0.491983966,9.621,5.131132189,3,7.5,9.62260298998748,-0.071184708
Au6Cu6,384.655,8.66,2.54,9.225554,2.30863,342.5,-3.58295925,1.459349229,0.973859006,3.059,5.135274772,2,7.33,11,0.403341826
Au6Cu6,384.655,8.66,2.30572236101145,8.72582933333333,1.95075333333333,332.7,-3.090140423,1.502463438,0.975496611,3.059,5.135274772,3,7.5,11,0.301467439
Au6Cu6,384.655,8.66,2.30572236101145,8.72582933333333,1.95075333333333,332.7,-3.0901497,1.502461911,0.975496613,3.059,5.135274772,3,6.95454545454545,11,0.317195483
Au6Cu6,384.655,8.66,2.09305338821582,8.22610466666667,1.59287666666667,322.9,-2.599135271,1.378927762,0.977128821,3.059,5.135274772,3,7.5,11,0.232317326
Au6Cu6,384.655,8.66,2.09305338821582,8.22610466666667,1.59287666666667,322.9,-2.599119575,1.378939023,0.977127962,3.059,5.135274772,3,6.95454545454545,11,0.164787243
Au6Fe6,347.235,8.65,2.54,9.225554,2.30863,342.5,-3.957249663,0.889331782,0.494764838,11.347,4.955491913,1,7.5,11,0.505598669
Au6Fe6,347.235,8.65,1.83,7.9024681,0.151,360.8,-1.418823151,1.111401856,0.512575933,11.347,4.955491913,1,7.5,8,0.420043901
Au6Fe6,347.235,8.65,1.83,7.9024681,0.151,360.8,-1.418647339,1.111439874,0.512569511,11.347,4.955491913,2,7.33,8,-0.123845947
Au6Fe6,347.235,8.65,2.27705143624203,8.78452536666667,1.58942,348.6,-3.126346317,0.948101288,0.500592626,11.347,4.955491913,3,7.5,9.8921748864974,0.32012506
Au6Fe6,347.235,8.65,2.27705143624203,8.78452536666667,1.58942,348.6,-3.126253715,0.94820879,0.500588568,11.347,4.955491913,3,6.95454545454545,9.8921748864974,0.199916459
