surface,reaction energy (eV),site
Fe6Ir6,0.134473897,hollow|A_A_B|HCP
Fe6Ir6,0.013556303,hollow|A_A_B|FCC
Fe6Ir6,0.20430688,hollow|A_B_B|HCP
Fe6Ir6,0.294694389,hollow|A_B_B|FCC
Fe6La6,-1.808732794,bridge|B_B|A
Fe6La6,-1.690135923,hollow|A_A_B|HCP
Fe6La6,-2.174791215,hollow|A_B_B|FCC
Fe6La6,-2.221630306,4fold|A_A_B_B
Fe6Ni6,-0.231416493,hollow|A_A_B|HCP
Fe6Ni6,-0.319504232,hollow|A_A_B|FCC
Fe6Ni6,-0.003243053,hollow|A_B_B|FCC
Fe6Os6,-0.38695445,hollow|A_A_B|HCP
Fe6Os6,-0.187536776,hollow|A_A_B|FCC
Fe6Os6,-0.574515444,hollow|A_B_B|HCP
Fe6Os6,-0.418136791,hollow|A_B_B|FCC
Fe6Pd6,2.05663408,bridge|B_B|A
Fe6Pd6,0.012383221,hollow|A_A_B|HCP
Fe6Pd6,-0.058647335,hollow|A_A_B|FCC
Fe6Pd6,0.773987269,hollow|A_B_B|HCP
Fe6Pd6,0.66942154,hollow|A_B_B|FCC
Fe6Pt6,1.319028159,top|A
Fe6Pt6,0.461913241,hollow|A_A_B|HCP
Fe6Pt6,0.231125875,hollow|A_A_B|FCC
Fe6Pt6,1.055953261,hollow|A_B_B|HCP
Fe6Pt6,1.049615866,hollow|A_B_B|FCC
Fe6Rh6,1.048183459,bridge|A_A|B
Fe6Rh6,0.792079982,hollow|A_A_B|HCP
Fe6Rh6,0.788571482,hollow|A_A_B|FCC
Fe6Rh6,1.291708746,hollow|A_B_B|HCP
Fe6Rh6,1.456231902,4fold|A_A_B_B
Fe6Ru6,-0.493330825,hollow|A_A_B|HCP
Fe6Ru6,-0.350724533,hollow|A_A_B|FCC
Fe6Ru6,-0.554093028,hollow|A_B_B|HCP
Fe6Ru6,-0.454748076,hollow|A_B_B|FCC
Fe6Ta6,-2.335059735,bridge|B_B|A
Fe6Ta6,-2.615374132,hollow|A_B_B|FCC
Fe6Ta6,-1.422614142,4fold|A_A_B_B
Fe6Tc6,-0.85076174,hollow|A_A_B|HCP
Fe6Tc6,-0.667662052,hollow|A_A_B|FCC
Fe6Tc6,-0.716196684,hollow|A_B_B|HCP
Fe6Tc6,-0.949255112,hollow|A_B_B|FCC
Fe6Y6,-1.929938148,hollow|A_A_B|HCP
Fe6Y6,-2.549669933,hollow|A_B_B|FCC
Fe6Y6,-2.702380491,4fold|A_A_B_B
Fe6Zn6,-0.316422407,hollow|A_A_B|HCP
Fe6Zn6,-0.33356449,hollow|A_A_B|FCC
Fe6Zn6,0.203592309,hollow|A_B_B|HCP
Fe6Zn6,0.078749881,hollow|A_B_B|FCC
Fe6Zr6,-0.079620645,top|A
Fe6Zr6,-0.185566672,top|B
Fe6Zr6,-2.142574705,bridge|B_B|A
Fe6Zr6,-2.445380263,hollow|A_B_B|FCC
Fe6Zr6,-2.108168359,4fold|A_A_B_B
Hf12,-0.749242053,top|A
Hf12,-3.325056547,hollow|A_A_A|HCP
Hf12,-3.730901957,hollow|A_A_A|FCC
Hf6Hg6,-0.998800648,top|B
Hf6Hg6,-2.936749691,bridge|A_A|B
Hf6Hg6,-2.937190244,bridge|B_B|A
Hf6Hg6,-1.088987745,top-tilt|A
Hf6Ir6,-0.255349857,top|A
Hf6Ir6,-2.297959462,hollow|A_A_B|FCC
Hf6La6,-3.351034031,hollow|A_A_B|HCP
Hf6La6,-3.432626413,hollow|A_A_B|FCC
Hf6La6,-3.015458211,hollow|A_B_B|HCP
Hf6La6,-3.003977048,hollow|A_B_B|FCC
Hf6Mo6,-0.843606778,top|B
Hf6Mo6,-2.450279537,hollow|A_A_B|HCP
Hf6Mo6,-2.263265356,hollow|A_B_B|HCP
Hf6Nb6,-3.120562045,hollow|A_A_B|HCP
Hf6Nb6,-3.36248254,hollow|A_A_B|FCC
Hf6Nb6,-2.7603255,hollow|A_B_B|HCP
Hf6Nb6,-2.93105639,hollow|A_B_B|FCC
Hf6Ni6,-2.876734848,bridge|A_A|B
Hf6Ni6,-2.870532421,hollow|A_A_B|HCP
Hf6Ni6,-1.853767771,4fold|A_A_B_B
Hf6Os6,0.44058319,top|A
Hf6Os6,0.582973831,top|B
Hf6Os6,-2.203050509,hollow|A_A_B|HCP
Hf6Os6,-0.771588177,hollow|A_B_B|HCP
Hf6Os6,-0.907830814,4fold|A_A_B_B
Hf6Pd6,-1.241570138,top|A
Hf6Pd6,-3.195834856,bridge|A_A|B
Hf6Pt6,-1.06063117,top|A
Hf6Pt6,-2.864514624,bridge|A_A|B
Hf6Re6,0.509700921,top|A
Hf6Re6,-0.946292337,top|B
Hf6Re6,-2.069590916,bridge|A_A|B
Hf6Re6,-1.808115368,bridge|B_B|A
Hf6Re6,-2.27501251,hollow|A_A_B|HCP
Hf6Re6,-1.838874844,hollow|A_B_B|HCP
Hf6Rh6,-2.712926807,hollow|A_A_B|HCP
Hf6Rh6,-0.600892255,hollow|A_B_B|FCC
Hf6Rh6,-0.683341796,4fold|A_A_B_B
Hf6Ru6,-2.324001573,hollow|A_A_B|HCP
Hf6Ru6,-0.824877999,hollow|A_B_B|HCP
Hf6Ru6,-0.973884136,4fold|A_A_B_B
Hf6Sc6,-3.567035003,hollow|A_A_B|HCP
Hf6Sc6,-3.695666616,hollow|A_A_B|FCC
Hf6Sc6,-3.487094488,hollow|A_B_B|HCP
Hf6Sc6,-3.660853324,hollow|A_B_B|FCC
Hf6Ta6,-3.12278331,hollow|A_A_B|HCP
Hf6Ta6,-3.462855403,hollow|A_A_B|FCC
Hf6Ta6,-2.869701522,hollow|A_B_B|HCP
Hf6Ta6,-3.177930173,hollow|A_B_B|FCC
Hf6Tc6,-2.2005623,bridge|A_A|B
Hf6Tc6,-1.58630463,bridge|B_B|A
Hf6Tc6,-2.275853886,hollow|A_A_B|HCP
Hf6Tc6,-1.731487023,hollow|A_B_B|HCP
Hf6Ti6,-3.310631521,hollow|A_A_B|HCP
Hf6Ti6,-3.571118343,hollow|A_A_B|FCC
Hf6Ti6,-3.19313535,hollow|A_B_B|HCP
Hf6Ti6,-3.492598262,hollow|A_B_B|FCC
Hf6V6,-2.627442109,bridge|B_B|A
Hf6V6,-3.102176266,hollow|A_A_B|FCC
Hf6V6,-3.045892647,hollow|A_B_B|HCP
Hf6V6,-3.103175331,hollow|A_B_B|FCC
Hf6V6,-3.247818395,4fold|A_A_B_B
Hf6W6,-0.614626112,top|A
Hf6W6,-2.707428339,hollow|A_A_B|HCP
Hf6W6,-2.890881639,hollow|A_A_B|FCC
Hf6W6,-2.336757453,hollow|A_B_B|HCP
Hf6W6,-2.3974402,hollow|A_B_B|FCC
Hf6Y6,-2.200513728,bridge|B_B|A
Hf6Y6,-3.60980572,hollow|A_A_B|HCP
Hf6Y6,-3.692015392,hollow|A_A_B|FCC
Hf6Y6,-3.435192719,hollow|A_B_B|HCP
Hf6Y6,-3.549843803,hollow|A_B_B|FCC
Hf6Zn6,-2.919939587,bridge|A_A|B
Hf6Zn6,-0.983447577,hollow|A_B_B|HCP
Hf6Zn6,-1.715443735,4fold|A_A_B_B
Hf6Zr6,-0.58647716,top|B
Hf6Zr6,-3.276201093,hollow|A_A_B|HCP
Hf6Zr6,-3.60323213,hollow|A_A_B|FCC
Hf6Zr6,-3.164716461,hollow|A_B_B|HCP
Hf6Zr6,-3.482477668,hollow|A_B_B|FCC
Hg6La6,-2.806712202,bridge|B_B|A
Hg6Mo6,-0.263022243,top|B
Hg6Nb6,-1.037948985,top|B
Hg6Nb6,-1.785467605,bridge|B_B|A
Hg6Pd6,2.289911967,bridge|B_B|A
Hg6Pd6,2.455077584,hollow|A_A_B|HCP
Hg6Pd6,2.226565498,hollow|A_A_B|FCC
Hg6Pt6,2.002607237,hollow|A_A_B|FCC
Hg6Rh6,1.053096338,bridge|B_B|A
Hg6Rh6,2.557730625,4fold|A_A_B_B
Hg6Rh6,1.860989944,hollow-tilt|A_A_B|FCC
Hg6Sc6,-2.860115632,bridge|B_B|A
Hg6Sc6,-0.624778136,hollow-tilt|A_A_B|FCC
Hg6Ta6,-1.217363979,top|B
Hg6Ta6,-2.099597453,bridge|B_B|A
Hg6Ta6,-0.977785432,top-tilt|B
Hg6Ti6,-1.076366425,top|B
Hg6Ti6,-2.579698239,bridge|B_B|A
Hg6V6,-0.339866511,top|B
Hg6W6,-0.96182337,top|B
Hg6Y6,-2.794331295,bridge|A_A|B
Hg6Y6,-2.795575127,bridge|B_B|A
Hg6Y6,-0.412472334,hollow|A_A_B|FCC
Hg6Zr6,-0.971030614,top|B
Hg6Zr6,-2.631312928,bridge|A_A|B
Hg6Zr6,-2.631175511,bridge|B_B|A
Hg6Zr6,-0.996031073,top-tilt|B
Ir12,1.610636505,top|A
Ir12,0.907405909,hollow|A_A_A|HCP
Ir12,0.750792558,hollow|A_A_A|FCC
Ir6La6,-0.967930693,bridge|B_B|A
Ir6La6,-1.451137931,hollow|A_B_B|FCC
Ir6Mn6,0.631621118,hollow|A_A_B|HCP
Ir6Mn6,0.764070352,hollow|A_A_B|FCC
Ir6Mn6,-0.179661257,hollow|A_B_B|FCC
Ir6Mo6,-0.640974351,top|B
Ir6Mo6,-0.266433326,hollow|A_A_B|HCP
Ir6Mo6,-1.21811964,hollow|A_B_B|HCP
Ir6Mo6,-0.948472785,hollow|A_B_B|FCC
Ir6Nb6,-0.866224745,top|B
Ir6Nb6,-0.562751011,hollow|A_A_B|HCP
Ir6Nb6,-1.653092658,hollow|A_B_B|HCP
Ir6Nb6,-1.726055222,hollow|A_B_B|FCC
Ir6Ni6,0.634453551,bridge|A_A|B
Ir6Ni6,0.374141426,hollow|A_A_B|HCP
Ir6Ni6,0.323209334,hollow|A_A_B|FCC
Ir6Ni6,0.649255864,hollow|A_B_B|HCP
Ir6Ni6,0.592878774,hollow|A_B_B|FCC
Ir6Os6,0.805631523,hollow|A_A_B|HCP
Ir6Os6,0.850222546,hollow|A_A_B|FCC
Ir6Os6,0.090854049,hollow|A_B_B|HCP
Ir6Os6,0.1901756,hollow|A_B_B|FCC
Ir6Pd6,0.570579862,hollow|A_A_B|HCP
Ir6Pd6,0.458768149,hollow|A_A_B|FCC
Ir6Pd6,1.144619923,hollow|A_B_B|HCP
Ir6Pd6,1.151707128,hollow|A_B_B|FCC
Ir6Pt6,1.448100868,top|A
Ir6Pt6,0.964760975,hollow|A_A_B|HCP
Ir6Pt6,0.725065691,hollow|A_A_B|FCC
Ir6Pt6,1.452903405,hollow|A_B_B|HCP
Ir6Pt6,1.204840892,hollow|A_B_B|FCC
Ir6Re6,-0.31934042,top|B
Ir6Re6,0.290742208,hollow|A_A_B|HCP
Ir6Re6,-0.756118778,hollow|A_B_B|HCP
Ir6Re6,-0.415214289,hollow|A_B_B|FCC
Ir6Rh6,0.604373815,hollow|A_A_B|HCP
Ir6Rh6,0.563892392,hollow|A_A_B|FCC
Ir6Rh6,0.826276936,hollow|A_B_B|HCP
Ir6Rh6,0.736266713,hollow|A_B_B|FCC
Ir6Ru6,0.57284725,hollow|A_A_B|HCP
Ir6Ru6,0.742627918,hollow|A_A_B|FCC
Ir6Ru6,0.175677102,hollow|A_B_B|HCP
Ir6Ru6,0.28486659,hollow|A_B_B|FCC
Ir6Sc6,-1.623614158,hollow|A_B_B|FCC
Ir6Sc6,-0.784003371,4fold|A_A_B_B
Ir6Ta6,-0.519659063,hollow|A_A_B|HCP
Ir6Ta6,-1.924635874,hollow|A_B_B|HCP
Ir6Ta6,-1.976372334,hollow|A_B_B|FCC
Ir6Tc6,0.148154692,top|B
Ir6Tc6,0.24610615,hollow|A_A_B|HCP
Ir6Tc6,-0.605923096,hollow|A_B_B|HCP
Ir6Tc6,-0.297319471,hollow|A_B_B|FCC
Ir6Ti6,-0.470708505,top|B
Ir6Ti6,-2.058430031,hollow|A_B_B|FCC
Ir6V6,-0.789379797,top|B
Ir6V6,-0.662328757,hollow|A_A_B|HCP
Ir6V6,-1.598288931,hollow|A_B_B|HCP
Ir6V6,-1.726014949,hollow|A_B_B|FCC
Ir6W6,-0.800135504,top|B
Ir6W6,-0.238246006,hollow|A_A_B|HCP
Ir6W6,-1.339652347,hollow|A_B_B|HCP
Ir6W6,-1.079505939,hollow|A_B_B|FCC
Ir6Y6,-1.002376223,bridge|B_B|A
Ir6Y6,-1.517482686,hollow|A_B_B|FCC
Ir6Y6,-1.291290371,4fold|A_A_B_B
Ir6Zn6,0.899058,bridge|B_B|A
Ir6Zn6,1.185794693,bridge|A_B|A
Ir6Zn6,1.187708877,bridge|A_B|B
Ir6Zn6,0.69379913,hollow|A_A_B|FCC
Ir6Zn6,0.869152281,hollow|A_B_B|HCP
Ir6Zn6,1.08215864,4fold|A_A_B_B
Ir6Zr6,-2.164699465,hollow|A_B_B|FCC
La12,-0.699858561,top|A
La12,-2.911750049,hollow|A_A_A|HCP
La12,-3.004750532,hollow|A_A_A|FCC
La6Mn6,-2.235906758,bridge|A_A|A
La6Mn6,-1.99805627,bridge|A_A|B
La6Mn6,-2.449888509,hollow|A_A_B|FCC
La6Mn6,-1.873517385,hollow|A_B_B|HCP
La6Mn6,-2.231769267,4fold|A_A_B_B
La6Mo6,-1.732854395,bridge|A_A|B
La6Mo6,-3.240632821,bridge-tilt|A_A|B
La6Nb6,-2.749419314,bridge|A_A|A
La6Nb6,-2.749947759,bridge|B_B|B
La6Nb6,-1.695561601,bridge|B_B|A
La6Nb6,-2.44762874,hollow|A_A_B|HCP
La6Nb6,-2.464727829,hollow|A_A_B|FCC
La6Nb6,-2.610129002,hollow|A_B_B|HCP
La6Nb6,-2.52040994,hollow|A_B_B|FCC
La6Nb6,-2.642705654,bridge-tilt|A_A|B
La6Ni6,-2.056777348,bridge|A_A|B
La6Ni6,-2.038984232,hollow|A_A_B|FCC
La6Ni6,-1.778215499,4fold|A_A_B_B
La6Os6,-0.768978606,bridge|A_A|B
La6Pd6,-0.57233105,top|A
La6Pd6,-2.448574472,bridge|A_A|B
La6Pd6,-1.55823459,4fold|A_A_B_B
La6Pt6,-0.288224066,top|A
La6Pt6,-2.123916947,bridge|A_A|B
La6Re6,-1.476644249,top|B
La6Re6,-1.647017717,bridge|B_B|A
La6Rh6,0.341442458,top|A
La6Rh6,-1.613400637,bridge|A_A|B
La6Rh6,-1.884781265,hollow|A_A_B|FCC
La6Rh6,-1.544233245,4fold|A_A_B_B
La6Ru6,0.705321383,top|A
La6Ru6,-1.256375988,bridge|A_A|B
La6Ru6,-1.679576682,hollow|A_A_B|FCC
La6Sc6,-3.187558377,hollow|A_A_B|HCP
La6Sc6,-3.178272901,hollow|A_A_B|FCC
La6Sc6,-3.410983295,hollow|A_B_B|HCP
La6Sc6,-3.438166515,hollow|A_B_B|FCC
La6Ta6,-3.007561876,bridge|B_B|B
La6Ta6,-1.543585478,bridge|A_A|B
La6Ta6,-2.866995622,bridge|B_B|A
La6Ta6,-2.586323531,hollow|A_A_B|FCC
La6Ta6,-2.55885704,hollow-tilt|A_A_B|HCP
La6Tc6,-1.138330556,bridge|B_B|A
La6Tc6,-1.707125487,hollow|A_A_B|FCC
La6Ti6,-3.091792946,bridge|B_B|A
La6Ti6,-2.113726012,bridge|A_B|A
La6Ti6,-2.786960275,hollow-tilt|A_A_B|FCC
La6V6,-1.510095884,bridge|A_A|B
La6V6,-2.907355819,bridge|B_B|A
La6W6,-1.500171212,bridge|A_A|B
La6W6,-2.445368698,hollow|A_B_B|FCC
La6Y6,-3.171289915,hollow|A_A_B|HCP
La6Y6,-3.208321207,hollow|A_A_B|FCC
La6Y6,-3.372638373,hollow|A_B_B|HCP
La6Y6,-3.414582408,hollow|A_B_B|FCC
La6Zn6,-2.547424041,bridge|A_A|B
La6Zr6,-2.895176683,hollow|A_A_B|HCP
La6Zr6,-2.906531858,hollow|A_A_B|FCC
La6Zr6,-3.080081574,hollow|A_B_B|HCP
La6Zr6,-3.219845636,hollow|A_B_B|FCC
Mn6Mo6,-1.586783958,hollow|A_A_B|HCP
Mn6Mo6,-1.727997843,hollow|A_B_B|HCP
Mn6Mo6,-1.639963846,hollow|A_B_B|FCC
Mn6Nb6,-1.785752644,bridge|A_A|B
Mn6Nb6,-2.038195102,bridge|B_B|A
Mn6Nb6,-2.396827263,hollow|A_B_B|FCC
Mn6Ni6,0.700454083,hollow|A_A_B|HCP
Mn6Ni6,0.693961855,hollow|A_A_B|FCC
Mn6Ni6,1.149198374,4fold|A_A_B_B
Mn6Pd6,2.131035173,bridge|A_A|B
Mn6Pd6,2.299471326,hollow|A_A_B|HCP
Mn6Pt6,1.94565177,hollow|A_A_B|FCC
Mn6Rh6,0.714624275,bridge|A_A|B
Mn6Rh6,0.488192499,hollow|A_A_B|HCP
Mn6Rh6,0.487777661,hollow|A_A_B|FCC
Mn6Rh6,1.408094692,4fold|A_A_B_B
Mn6Ru6,-0.618073115,bridge|A_A|B
Mn6Ru6,-0.834910973,hollow|A_A_B|HCP
Mn6Ru6,-0.415931989,hollow|A_B_B|FCC
Mn6Ru6,-0.278413138,4fold|A_A_B_B
Mn6Ta6,-1.726990069,bridge|A_A|B
Mn6Ta6,-2.286560749,bridge|B_B|A
Mn6Ta6,-2.528471857,hollow|A_B_B|HCP
Mn6Ta6,-2.529402486,hollow|A_B_B|FCC
Mn6W6,0.327886155,top|A
Mn6W6,-1.086931245,top|B
Mn6W6,-2.157893489,hollow|A_B_B|FCC
Mn6W6,-1.466322291,4fold|A_A_B_B
Mn6Y6,-2.133923254,bridge|B_B|A
Mn6Y6,-2.706620433,hollow|A_B_B|FCC
Mn6Y6,-2.746558989,4fold|A_A_B_B
Mn6Zn6,-0.530276129,bridge|A_A|B
Mn6Zn6,-0.663849737,hollow|A_A_B|HCP
Mn6Zn6,-0.622831433,hollow|A_A_B|FCC
Mn6Zn6,0.148365036,hollow|A_B_B|HCP
Mn6Zn6,-0.05052324,hollow|A_B_B|FCC
Mn6Zr6,-0.312909962,top|A
Mn6Zr6,-0.22659586,top|B
Mn6Zr6,-2.112977563,bridge|B_B|A
Mn6Zr6,-2.562502277,hollow|A_B_B|FCC
Mn6Zr6,-2.283911313,4fold|A_A_B_B
Mo12,-0.896368563,top|A
Mo12,-2.116413272,hollow|A_A_A|HCP
Mo12,-1.927141362,hollow|A_A_A|FCC
Mo6Nb6,-0.87165845,top|B
Mo6Nb6,-2.284669422,hollow|A_A_B|HCP
Mo6Nb6,-2.126836049,hollow|A_A_B|FCC
Mo6Nb6,-2.276391583,hollow|A_B_B|HCP
Mo6Nb6,-2.271357341,hollow|A_B_B|FCC
Mo6Ni6,-1.470152021,hollow|A_A_B|HCP
Mo6Ni6,-1.174956126,hollow|A_A_B|FCC
Mo6Ni6,-0.517179834,hollow|A_B_B|HCP
Mo6Ni6,-0.53736415,hollow|A_B_B|FCC
Mo6Os6,-1.338956688,hollow|A_A_B|HCP
Mo6Os6,-1.11557109,hollow|A_A_B|FCC
Mo6Os6,-1.068503016,hollow|A_B_B|HCP
Mo6Os6,-0.530009321,hollow|A_B_B|FCC
Mo6Pd6,-0.969871409,top|A
Mo6Pd6,-1.519637828,hollow|A_A_B|HCP
Mo6Pt6,-0.854814195,top|A
Mo6Pt6,-1.234992602,hollow|A_A_B|HCP
Mo6Re6,-0.636742573,top|A
Mo6Re6,-0.602819093,top|B
Mo6Re6,-1.643729629,hollow|A_A_B|HCP
Mo6Re6,-1.435836697,hollow|A_A_B|FCC
Mo6Re6,-1.608780552,hollow|A_B_B|HCP
Mo6Re6,-1.271112449,hollow|A_B_B|FCC
Mo6Rh6,-1.461350771,hollow|A_A_B|HCP
Mo6Rh6,-1.16648944,hollow|A_A_B|FCC
Mo6Rh6,-0.547926793,hollow|A_B_B|HCP
Mo6Ru6,-1.460015781,hollow|A_A_B|HCP
Mo6Ru6,-1.254676229,hollow|A_A_B|FCC
Mo6Ru6,-1.093677627,hollow|A_B_B|HCP
Mo6Ru6,-0.637922867,hollow|A_B_B|FCC
Mo6Sc6,-1.776304172,bridge|A_A|B
Mo6Sc6,-1.776304172,bridge|A_A|B
Mo6Sc6,-1.776304172,bridge|A_A|B
Mo6Sc6,-2.244728689,bridge|B_B|A
Mo6Sc6,-2.244728689,bridge|B_B|A
Mo6Sc6,-2.244728689,bridge|B_B|A
Mo6Sc6,-2.316857088,hollow|A_A_B|HCP
Mo6Sc6,-2.316857088,hollow|A_A_B|HCP
Mo6Sc6,-2.316857088,hollow|A_A_B|HCP
Mo6Sc6,-2.266779298,hollow|A_A_B|FCC
Mo6Sc6,-2.266779298,hollow|A_A_B|FCC
Mo6Sc6,-2.266779298,hollow|A_A_B|FCC
Mo6Sc6,-2.712903269,hollow|A_B_B|HCP
Mo6Sc6,-2.712903269,hollow|A_B_B|HCP
Mo6Sc6,-2.712903269,hollow|A_B_B|HCP
Mo6Sc6,-2.76353277,hollow|A_B_B|FCC
Mo6Sc6,-2.76353277,hollow|A_B_B|FCC
Mo6Sc6,-2.76353277,hollow|A_B_B|FCC
Mo6Ta6,-1.94273539,bridge|A_A|B
Mo6Ta6,-2.384425947,bridge|B_B|A
Mo6Ta6,-2.102805403,hollow|A_A_B|HCP
Mo6Ta6,-2.385364468,hollow|A_B_B|HCP
Mo6Tc6,-0.701824448,top|A
Mo6Tc6,-0.216250092,top|B
Mo6Tc6,-1.656761841,hollow|A_A_B|HCP
Mo6Tc6,-1.403777878,hollow|A_A_B|FCC
Mo6Tc6,-1.5559721,hollow|A_B_B|HCP
Mo6Tc6,-1.213228938,hollow|A_B_B|FCC
Mo6Ti6,-2.372684099,hollow|A_A_B|HCP
Mo6Ti6,-2.332600778,hollow|A_A_B|FCC
Mo6Ti6,-2.706748871,hollow|A_B_B|HCP
Mo6Ti6,-2.760608091,hollow|A_B_B|FCC
Mo6V6,-2.286860074,hollow|A_A_B|HCP
Mo6V6,-2.30873449,hollow|A_A_B|FCC
Mo6V6,-2.413542128,hollow|A_B_B|HCP
Mo6V6,-2.336574865,hollow|A_B_B|FCC
Mo6W6,-0.784653995,top|A
Mo6W6,-1.128573098,top|B
Mo6W6,-1.118668154,bridge|A_A|B
Mo6W6,-2.070251881,hollow|A_A_B|HCP
Mo6W6,-1.953190956,hollow|A_A_B|FCC
Mo6W6,-2.107469707,hollow|A_B_B|HCP
Mo6W6,-1.848046169,hollow|A_B_B|FCC
Mo6Y6,-2.120782332,bridge|B_B|A
Mo6Y6,-2.301794362,hollow|A_A_B|HCP
Mo6Y6,-2.304665707,hollow|A_A_B|FCC
Mo6Y6,-2.612075296,hollow|A_B_B|HCP
Mo6Y6,-2.872876002,hollow|A_B_B|FCC
Mo6Zn6,-0.777816727,top|A
Mo6Zn6,-1.086197626,bridge|A_A|A
Mo6Zn6,-0.992206649,hollow|A_A_B|HCP
Mo6Zn6,-1.105494443,hollow|A_A_B|FCC
Mo6Zr6,-2.213295867,bridge|A_A|B
Mo6Zr6,-2.133736311,bridge|B_B|A
Mo6Zr6,-2.243315602,hollow|A_A_B|HCP
Mo6Zr6,-2.381109968,hollow|A_B_B|HCP
Nb12,-0.958595012,top|A
Nb12,-2.982999248,hollow|A_A_A|HCP
Nb12,-2.977393839,hollow|A_A_A|FCC
Nb6Ni6,-1.894233003,hollow|A_A_B|HCP
Nb6Ni6,-1.721535411,hollow|A_A_B|FCC
Nb6Ni6,-0.982085239,hollow|A_B_B|FCC
Nb6Os6,-0.799731415,top|A
Nb6Os6,-2.135966012,hollow|A_A_B|FCC
Nb6Os6,-0.525681623,hollow|A_B_B|HCP
Nb6Os6,-0.391911004,4fold|A_A_B_B
Nb6Pd6,-1.146809895,top|A
Nb6Pd6,-1.949252244,hollow|A_A_B|HCP
Nb6Pt6,-0.927348179,top|A
Nb6Pt6,-1.705604234,hollow|A_A_B|HCP
Nb6Re6,-0.367408513,top|A
Nb6Re6,-0.409537178,top|B
Nb6Re6,-1.907569847,bridge|A_A|B
Nb6Re6,-1.178957968,bridge|B_B|A
Nb6Re6,-2.155189902,hollow|A_A_B|HCP
Nb6Re6,-1.263798029,hollow|A_B_B|HCP
Nb6Rh6,-1.062598962,top|A
Nb6Rh6,-1.900167806,hollow|A_A_B|HCP
Nb6Rh6,-1.912593204,hollow|A_A_B|FCC
Nb6Rh6,-0.844595368,hollow|A_B_B|HCP
Nb6Ru6,-2.325847593,hollow|A_A_B|FCC
Nb6Ru6,-0.805240904,hollow|A_B_B|HCP
Nb6Ru6,-0.677122498,4fold|A_A_B_B
Nb6Sc6,-2.774732704,hollow|A_A_B|HCP
Nb6Sc6,-2.805203875,hollow|A_A_B|FCC
Nb6Sc6,-3.144002203,hollow|A_B_B|HCP
Nb6Sc6,-3.25582031,hollow|A_B_B|FCC
Nb6Ta6,-2.679903344,hollow|A_A_B|HCP
Nb6Ta6,-2.713959343,hollow|A_A_B|FCC
Nb6Ta6,-2.736375401,hollow|A_B_B|HCP
Nb6Ta6,-2.829773578,hollow|A_B_B|FCC
Nb6Tc6,-0.620399552,top|A
Nb6Tc6,0.158089161,top|B
Nb6Tc6,-2.125530854,bridge|B_B|A
Nb6Tc6,-2.236700922,hollow|A_A_B|HCP
Nb6Tc6,-1.233764417,hollow|A_B_B|HCP
Nb6Tc6,-1.18907312,4fold|A_A_B_B
Nb6Ti6,-2.768691913,hollow|A_A_B|HCP
Nb6Ti6,-2.831701641,hollow|A_A_B|FCC
Nb6Ti6,-3.065540491,hollow|A_B_B|HCP
Nb6Ti6,-3.224155103,hollow|A_B_B|FCC
Nb6V6,-2.577521056,hollow|A_A_B|HCP
Nb6V6,-2.680528389,hollow|A_A_B|FCC
Nb6V6,-2.657302793,hollow|A_B_B|HCP
Nb6V6,-2.731684567,hollow|A_B_B|FCC
Nb6W6,-0.734842197,top|A
Nb6W6,-2.802555663,hollow|A_A_B|HCP
Nb6W6,-2.332890579,hollow|A_A_B|FCC
Nb6W6,-2.349967627,hollow|A_B_B|HCP
Nb6W6,-2.200804073,hollow|A_B_B|FCC
Nb6Y6,-1.060210755,top|A
Nb6Y6,-2.752994754,hollow|A_A_B|HCP
Nb6Y6,-2.854997034,hollow|A_A_B|FCC
Nb6Y6,-2.935250208,hollow|A_B_B|HCP
Nb6Y6,-3.019521279,hollow|A_B_B|FCC
Nb6Zn6,-0.960511781,top|A
Nb6Zn6,-1.740763791,hollow|A_A_B|HCP
Nb6Zn6,-1.901000474,hollow|A_A_B|FCC
Nb6Zn6,-0.749946556,hollow|A_B_B|FCC
Nb6Zr6,-2.653867764,hollow|A_A_B|HCP
Nb6Zr6,-2.772101363,hollow|A_A_B|FCC
Nb6Zr6,-2.875536459,hollow|A_B_B|HCP
Nb6Zr6,-3.000117657,hollow|A_B_B|FCC
Ni6Os6,-0.087886783,bridge|B_B|A
Ni6Os6,0.315182656,hollow|A_A_B|HCP
Ni6Os6,0.482948457,hollow|A_A_B|FCC
Ni6Os6,-0.235809227,hollow|A_B_B|HCP
Ni6Os6,-0.314245632,hollow|A_B_B|FCC
Ni6Pd6,1.050546087,hollow|A_B_B|HCP
Ni6Pt6,0.949104089,hollow|A_A_B|HCP
Ni6Pt6,0.634917914,hollow|A_A_B|FCC
Ni6Pt6,1.137232577,hollow|A_B_B|HCP
Ni6Pt6,1.128700447,hollow|A_B_B|FCC
Ni6Re6,-0.546689491,top|B
Ni6Re6,-0.546689491,top|B
Ni6Re6,-0.546689491,top|B
Ni6Re6,-1.068558663,hollow|A_A_B|HCP
Ni6Re6,-1.068558663,hollow|A_A_B|HCP
Ni6Re6,-1.068558663,hollow|A_A_B|HCP
Ni6Re6,-0.059729124,hollow|A_A_B|FCC
Ni6Re6,-0.059729124,hollow|A_A_B|FCC
Ni6Re6,-0.059729124,hollow|A_A_B|FCC
