LC,MV,EA,SE,DBC,DBF,DOS,CN,GCN
8.156833271868149660e-02,7.588654845826159345e-02,1.217050617442498039e-01,4.148893553343462881e-01,2.804723659045879058e-01,2.577513718939417053e-01,5.522946156849929678e-02,4.608169357404706123e-01,1.135926584478908069e-01
1.009283315331915981e-01,9.861824421189549494e-02,1.047677930466855006e-01,4.166154383625443880e-01,2.732960996244990781e-01,2.187254932257874929e-01,7.633199728416220631e-02,4.302305822344673070e-01,1.296275310758963073e-01
8.323361824508260232e-02,9.587626901347989783e-02,1.235361022552143029e-01,3.550577804193235099e-01,2.747415043395167733e-01,2.417591217249052959e-01,5.251957113450950176e-02,6.243642460852861786e-01,1.828803838326581999e-01
1.065621052985230993e-01,9.370445379599430524e-02,7.817275610351810677e-02,2.844085035669486894e-01,2.740543337992816797e-01,2.123008086474663936e-01,9.615484215707710558e-02,6.661864238232308999e-01,1.769893453850643894e-01
6.046990044804399778e-02,1.238375294568266061e-01,8.912276691908779802e-02,3.227798006460391167e-01,2.679176946605211773e-01,2.395830959212210121e-01,4.698366122883899931e-02,5.852209236914795998e-01,1.072650568341148025e-01
7.944408556919270448e-02,8.742781895810179671e-02,1.067754403256919032e-01,3.443876618113413945e-01,2.782757343325544253e-01,2.223410047153223934e-01,2.451265105818519960e-02,6.243025999184159680e-01,1.121505258016645967e-01
9.210838767180419551e-02,9.628209683596329616e-02,1.109858860390330049e-01,4.427738944603958893e-01,3.224272643641338809e-01,2.454745646490406052e-01,7.822213347708470432e-02,5.657803083344732364e-01,1.148275236422818951e-01
6.348723047645070394e-02,1.107027999843220034e-01,1.053221063218773984e-01,3.275345907943676971e-01,2.261199800421219985e-01,2.556486905991022796e-01,6.430736730602630569e-02,7.103090548462352993e-01,1.783068847435289039e-01
5.926686463093709667e-02,8.646038796550620242e-02,1.260294278269911972e-01,3.373129971671928184e-01,3.404456072999390015e-01,1.965730236298786904e-01,3.990831160382479759e-02,5.248245612414947914e-01,1.158641442048048975e-01
8.859082062224890586e-02,1.390350315285036886e-01,1.411018615974649892e-01,3.415281801766489878e-01,2.969088851271983742e-01,3.168679716127076884e-01,5.985140413608820015e-02,7.166120073267302493e-01,1.747418312009371977e-01
6.411350354815190111e-02,9.666244767939480287e-02,9.296735939599790055e-02,3.814256050700798872e-01,2.449017566762616005e-01,3.019060176354252945e-01,6.112597357646389756e-02,5.978537806110866271e-01,1.401505708212328893e-01
9.402020207966910181e-02,9.217226701136280176e-02,9.463778845180960408e-02,3.311886260659768766e-01,3.593514984197060946e-01,2.423160564627002134e-01,7.740437038448780283e-02,5.965723379519884961e-01,1.619786736171164032e-01
1.037883868495649980e-01,9.580146929803380618e-02,1.308947382150190131e-01,4.070630011517007985e-01,2.735402406794886776e-01,3.357107934203675259e-01,6.657047853962459738e-02,6.183451003724809159e-01,1.415595004018694869e-01
8.532770351207399906e-02,8.958124984720189365e-02,8.889522808269470500e-02,3.351185350051896772e-01,2.214780270951202945e-01,2.061541140399958949e-01,6.399877807412659991e-02,5.687534388858032086e-01,1.559437540145079126e-01
6.930791235668069816e-02,6.696629809223700325e-02,9.457082027059829366e-02,3.771113814245480866e-01,2.427021291202816067e-01,2.006983317518860888e-01,8.026003004849140143e-02,4.594579462769242117e-01,1.406739377280583903e-01
4.832630268635260129e-02,6.532819131480270547e-02,1.019745587210118959e-01,3.246169577357005953e-01,1.522438055297128112e-01,2.025634053416567881e-01,5.723060350914319777e-02,6.659976205844484465e-01,1.663485651289886014e-01
6.955512521270369730e-02,9.800810640575019494e-02,7.793088881572829418e-02,3.384540501086558129e-01,2.859267915869538879e-01,2.719208659470738199e-01,4.429897522032250068e-02,5.574147672663752884e-01,1.323768803129040939e-01
