LC,EN,DBW,DBF,DOS,WF,CN,GCN,VE
3.286024628638820055e-02,7.697590530608659776e-02,5.607374472286980049e-02,7.131740074193239354e-02,2.240985939412220088e-02,5.081515292597209993e-02,2.098097122604062059e-01,1.333435933148889932e-02,5.419992937149152867e-01
3.355563297588470134e-02,8.517607509511990194e-02,4.792482182963520021e-02,8.518166030299789693e-02,3.657831246564999944e-02,5.890853903233329858e-02,2.078710821717532076e-01,1.533574224003820055e-02,5.217945491717055351e-01
3.105832625105829983e-02,9.020444177068580316e-02,4.753584982054760016e-02,5.986320940341249841e-02,2.235877322456599967e-02,4.375096979725290325e-02,2.081562724501385964e-01,1.277558442183929915e-02,6.050622951676433159e-01
3.477547279876200270e-02,9.071736510753590499e-02,4.480291056704820141e-02,6.660932618964250651e-02,3.067189696587799969e-02,3.972069175248180151e-02,1.594031551082029097e-01,7.688196271040600126e-03,5.703985055966306339e-01
3.654692202249090055e-02,8.911778765824679427e-02,4.905981238440559888e-02,6.113330817186880123e-02,3.790836633552570334e-02,3.750366617612439779e-02,1.867138890820415897e-01,1.228950474683110014e-02,5.940438173208347772e-01
2.912538586814610031e-02,8.094811165605539371e-02,3.941875295421379960e-02,6.492193628738239519e-02,2.052288076208819839e-02,4.615505543822170237e-02,2.110860492758132034e-01,7.653020523154700078e-03,5.700062783385020371e-01
2.364195303167989856e-02,8.033511656130210010e-02,5.811614940840940241e-02,6.158325787085570241e-02,2.968942042341030096e-02,4.026460049506010164e-02,1.810085693705462961e-01,1.363013974579639978e-02,5.554449726417979294e-01
1.692108626229769930e-02,9.853212207366479625e-02,4.020286111294649883e-02,5.686638909242099776e-02,3.032992390346090153e-02,4.566327511286250029e-02,1.755368864261649953e-01,9.371714702068200190e-03,5.571750272910560575e-01
3.078503315821170053e-02,6.546407990273629685e-02,4.336971756826329960e-02,7.176951450398680321e-02,3.574397899581299720e-02,5.556080221072839942e-02,1.853472735903713975e-01,1.450473058721610080e-02,5.916956811411723249e-01
2.997803823234130097e-02,8.708874480306730281e-02,4.209872106779820322e-02,7.458719829641639876e-02,2.736315913166539882e-02,5.880588646951449838e-02,1.836531572911739019e-01,1.386453232023210011e-02,5.659072462685194038e-01
3.104145970063530019e-02,9.660124172626879946e-02,5.062391777128479736e-02,8.233477131412879346e-02,4.339286240891439966e-02,4.198548685126950175e-02,1.801493812265700933e-01,1.514274236907139914e-02,5.799228120839539091e-01
