Valence Electrons,reaction energy (eV)
6.666666667,-1.436330176
3,-1.294555464
4.666666667,-1.680161182
8,0.006978087
9.333333333,-0.12866794
9.333333333,-0.134679887
10,0.519628858
4,-2.144494876
6.666666667,-0.785202305
5.333333333,-2.303287043
6,-1.040790534
3,-0.913253091
3,-3.751788326
3,-3.6918909
3.666666667,-3.217354162
3.666666667,-3.363343917
4.333333333,-2.974183168
4.333333333,-3.016796875
7,-1.92354497
5.666666667,-1.90676575
5,-1.987392128
3.333333333,-3.472570548
3.333333333,-3.529919219
3.666666667,-3.511154657
3.666666667,-3.539837089
3.666666667,-3.169286613
3.666666667,-3.192500236
4.333333333,-3.049899524
4.333333333,-3.061108165
4,-2.709504295
4,-2.832789824
5,-2.434585916
5,-2.412205913
3,-2.722326163
3,-3.724476805
3,-3.675933873
3,-3.685153226
3,-3.625250493
12,-2.704870741
6,-2.708237878
9,-2.710444857
7.5,-2.028591932
3.333333333,-3.387287758
3.333333333,-3.538077601
3.666666667,-3.338599925
3.666666667,-3.464401282
5,-0.969851273
5,-3.040309688
5,-3.260459443
5,-2.28129521
5.666666667,-2.321689966
6.333333333,-1.274756325
6,-1.037121079
4.666666667,-2.912800816
4.666666667,-3.103085534
4.333333333,-3.134557948
4.333333333,-3.355785139
5,-2.519404343
5,-2.51125399
5,-2.71239741
5,-2.582199782
6,-1.547708139
5.333333333,-2.446701512
5.333333333,-2.498709814
5.666666667,-2.370076568
5.666666667,-2.276078652
3,-1.916624571
4.333333333,-2.996965083
4.333333333,-3.098235241
3.666666667,-3.044131118
3.666666667,-3.164533193
5,-2.202946017
8.5,0.158300865
7.333333333,-1.972866828
9.666666667,-0.874203122
5,-1.123834643
12,-1.122610948
4.666666667,-2.823135633
4.666666667,-3.039326268
4.333333333,-2.964370743
4.333333333,-3.126384057
7,-0.110626385
7,-1.287207166
7,-0.82013247
7,-1.602109546
4,-2.206051516
6,-1.780583434
5,-2.205813281
7,0.016171998
5,-0.655553802
7,-1.056467965
5,-2.071169448
6.333333333,-1.44869462
5.666666667,-2.088845147
6,-1.283977719
6,-1.747451125
6.666666667,-1.088696311
6.333333333,-1.88927332
6.5,-0.743501403
7,-0.943144932
7,-1.912664906
5.666666667,-1.741324618
7,0.051425978
8.666666667,-0.192943814
8.666666667,-0.395771347
10.33333333,0.665282008
10.33333333,0.221765431
7,-0.462541824
4,0.204901312
7,-1.656127408
4,-2.074013446
6,-1.700765914
5,-2.22185167
4,-0.985057402
4,-3.254056741
4,-3.455084921
4.5,-2.629794669
4.333333333,-3.053665443
4.333333333,-3.163671816
4.666666667,-2.875975787
4.666666667,-2.985457932
4.666666667,-2.756094674
4.666666667,-2.824138372
5.333333333,-2.431846954
5.333333333,-2.457622121
3.666666667,-3.47983762
3.666666667,-3.471255149
3.333333333,-3.393847878
3.333333333,-3.37854991
4,-2.607715216
9.333333333,-1.102456972
9.333333333,-1.189043596
4,-3.134630603
4,-3.38618937
4,-3.156539032
4,-3.359037715
5,-0.989690548
5,-3.167489573
5,-3.230985841
6,-1.602649147
5.333333333,-2.455710657
5.333333333,-2.399009344
5.666666667,-2.345540471
5.666666667,-2.401240269
5,-1.961617914
5,-1.961156681
7.333333333,-1.774142091
9.666666667,-0.894837787
9.666666667,-0.987040296
5,-3.110507983
4,-2.328599888
4.666666667,-2.883247621
4.333333333,-2.949721358
6,-1.179627777
6,-1.891232132
6,-2.198106472
6,-2.133600254
3,-1.92135595
5,-2.453450888
5,-2.453982462
6,-1.132670588
6,-1.390912335
8,-1.209960714
8,-1.393716468
6,-2.128635537
5.333333333,-2.301118431
5.333333333,-2.25538181
4.666666667,-2.480929215
4.666666667,-2.612119242
3,-0.642159951
3,-3.648769292
3,-3.62765802
3,-2.572140958
6,-2.581060305
6,-2.579967904
7.5,-2.207258885
3.333333333,-3.334945028
3.333333333,-3.437227858
3.666666667,-3.353975037
3.666666667,-3.459214656
12,0.078724574
12,0.307014479
4,-2.66456143
9.333333333,-0.930099386
8,-1.736385752
4,-0.754873585
4,-3.135682731
4,-3.425847785
