adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,Valence Electrons,Beta
O,Ir6Zn6,1.08215864,4fold|A_A_B_B,L1_o,"['Zn', 'Zn', 'Ir', 'Ir']","[9, 10, 11, 12]","['Zn', 'Zn', 'Ir', 'Ir', 'Zn', 'Zn', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",5,325.195,8.84,1.905255888325765,9.1806085,0.7819,356.175,10.5,1.0
O,Ir6Zr6,-2.164699465,hollow|A_B_B|FCC,L1_o,"['Zr', 'Zr', 'Ir']","[9, 10, 12]","['Zr', 'Zr', 'Ir', 'Ir', 'Zr', 'Zr', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,353.54999999999995,11.27,1.5729273147143052,7.411757333333334,0.8052666666666666,596.0,5.666666666666666,1.0
O,La6Mn6,-2.235906758,bridge|A_A|A,L1_o,"['La', 'La']","[11, 12]","['Mn', 'Mn', 'La', 'La', 'Mn', 'Mn', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",2,634.225,14.870000000000001,1.1,5.5769,0.47,406.2,3.0,1.0
O,La6Mn6,-1.99805627,bridge|A_A|B,L1_o,"['La', 'La']","[11, 12]","['Mn', 'Mn', 'La', 'La', 'Mn', 'Mn', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",2,634.225,14.870000000000001,1.1,5.5769,0.47,406.2,3.0,1.0
O,La6Mn6,-2.449888509,hollow|A_A_B|FCC,L1_o,"['Mn', 'La', 'La']","[10, 11, 12]","['Mn', 'Mn', 'La', 'La', 'Mn', 'Mn', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",3,634.225,14.870000000000001,1.233215636849144,6.195945999999999,0.3133333333333333,348.5333333333333,4.333333333333333,1.0
O,La6Mn6,-1.873517385,hollow|A_B_B|HCP,L1_o,"['Mn', 'Mn', 'La']","[9, 10, 12]","['Mn', 'Mn', 'La', 'La', 'Mn', 'Mn', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",3,634.225,14.870000000000001,1.3825643699720362,6.814992,0.15666666666666665,290.8666666666666,5.666666666666666,1.0
O,La6Mn6,-2.231769267,4fold|A_A_B_B,L1_o,"['Mn', 'Mn', 'La', 'La']","[9, 10, 11, 12]","['Mn', 'Mn', 'La', 'La', 'Mn', 'Mn', 'La', 'La']","[5, 6, 7, 8, 9, 10, 11, 12]",5,634.225,14.870000000000001,1.3057564857200596,6.505469,0.235,319.7,5.0,1.0
O,La6Mo6,-1.732854395,bridge|A_A|B,L1_o,"['La', 'La']","[9, 10]","['La', 'La', 'Mo', 'Mo', 'La', 'La', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,345.95,15.885000000000002,1.1,5.5769,0.47,406.2,3.0,1.0
O,La6Mo6,-3.240632821,bridge-tilt|A_A|B,L1_o,"['La', 'La']","[9, 10]","['La', 'La', 'Mo', 'Mo', 'La', 'La', 'Mo', 'Mo']","[5, 6, 7, 8, 9, 10, 11, 12]",2,345.95,15.885000000000002,1.1,5.5769,0.47,406.2,3.0,1.0
O,La6Nb6,-2.749419314,bridge|A_A|A,L1_o,"['La', 'La']","[9, 10]","['La', 'La', 'Nb', 'Nb', 'La', 'La', 'Nb', 'Nb']","[5, 6, 7, 8, 9, 10, 11, 12]",2,353.62,16.61,1.1,5.5769,0.47,406.2,3.0,1.0
