adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,Valence Electrons,Beta,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy,Work Function
O,Sc12,-3.751788326,hollow|A_A_A|HCP,A1,"['Sc', 'Sc', 'Sc']","[10, 11, 12]","['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.9,15.0,1.36,6.56149,0.188,334.0,3,1.0,-0.363940768,3.469194543,0.473039478,22.27,3.86053211
O,Sc12,-3.6918909,hollow|A_A_A|FCC,A1,"['Sc', 'Sc', 'Sc']","[9, 10, 11]","['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.9,15.0,1.36,6.56149,0.188,334.0,3,1.0,-0.36358017,3.469016115,0.472964565,22.27,3.86053211
O,Ta12,-0.969851273,top|A,A1,['Ta'],[9],"['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 8, 9, 10, 11, 12]",1,330.13,10.85,1.5,7.549571,0.322,771.0,5,1.0,0.065880794,5.657391958,0.468856408,35.67,4.871340707
O,Ta12,-3.040309688,hollow|A_A_A|HCP,A1,"['Ta', 'Ta', 'Ta']","[9, 10, 11]","['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.13,10.85,1.5,7.549571,0.322,771.0,5,1.0,0.065918436,5.657201127,0.468845798,35.67,4.871340707
O,Ta12,-3.260459443,hollow|A_A_A|FCC,A1,"['Ta', 'Ta', 'Ta']","[9, 10, 12]","['Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,330.13,10.85,1.5,7.549571,0.322,771.0,5,1.0,0.066282957,5.65721683,0.468808186,35.67,4.871340707
O,Tc12,-0.110626385,top|A,A1,['Tc'],[9],"['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 8, 9, 10, 11, 12]",1,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0,-1.383265667,4.343851511,0.683359712,27.1,5.114201068
O,Tc12,-1.287207166,hollow|A_A_A|HCP,A1,"['Tc', 'Tc', 'Tc']","[10, 11, 12]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0,-1.38331182,4.343893295,0.683342661,27.1,5.114201068
O,Tc12,-0.82013247,hollow|A_A_A|FCC,A1,"['Tc', 'Tc', 'Tc']","[9, 10, 11]","['Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc', 'Tc']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.5,8.63,1.9,7.11938,0.55,573.0,7,1.0,-1.383290476,4.343948448,0.683349988,27.1,5.114201068
O,Ti12,-0.985057402,top|A,A1,['Ti'],[9],"['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 8, 9, 10, 11, 12]",1,295.08,10.64,1.54,6.82812,0.079,443.7,4,1.0,-0.600513444,3.562344504,0.56737983,25.29,4.586242235
O,Ti12,-3.254056741,hollow|A_A_A|HCP,A1,"['Ti', 'Ti', 'Ti']","[10, 11, 12]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",3,295.08,10.64,1.54,6.82812,0.079,443.7,4,1.0,-0.600855957,3.562817891,0.567466665,25.29,4.586242235
O,Ti12,-3.455084921,hollow|A_A_A|FCC,A1,"['Ti', 'Ti', 'Ti']","[9, 10, 11]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","[5, 6, 7, 8, 9, 10, 11, 12]",3,295.08,10.64,1.54,6.82812,0.079,443.7,4,1.0,-0.600817269,3.56275627,0.567456297,25.29,4.586242235
O,V12,-0.989690548,top|A,A1,['V'],[9],"['V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 8, 9, 10, 11, 12]",1,303.0,8.32,1.63,6.746187,0.525,475.8,5,1.0,-0.649832575,3.581906496,0.619977033,12.31,4.845549005
O,V12,-3.167489573,hollow|A_A_A|HCP,A1,"['V', 'V', 'V']","[10, 11, 12]","['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",3,303.0,8.32,1.63,6.746187,0.525,475.8,5,1.0,-0.649523071,3.581968102,0.619887948,12.31,4.845549005
O,V12,-3.230985841,hollow|A_A_A|FCC,A1,"['V', 'V', 'V']","[9, 10, 11]","['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V']","[5, 6, 7, 8, 9, 10, 11, 12]",3,303.0,8.32,1.63,6.746187,0.525,475.8,5,1.0,-0.64983714,3.582005978,0.619982055,12.31,4.845549005
O,W12,-1.179627777,top|A,A1,['W'],[9],"['W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 8, 9, 10, 11, 12]",1,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0,-1.109740107,5.270504005,0.652170591,13.02,5.151940427
O,W12,-1.891232132,bridge|A_A|A,A1,"['W', 'W']","[11, 12]","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0,-1.108091484,5.270172135,0.651871715,13.02,5.151940427
O,W12,-2.198106472,hollow|A_A_A|HCP,A1,"['W', 'W', 'W']","[10, 11, 12]","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0,-1.107980157,5.270065164,0.651853067,13.02,5.151940427
O,W12,-2.133600254,hollow|A_A_A|FCC,A1,"['W', 'W', 'W']","[9, 10, 11]","['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,316.52,9.47,2.36,7.86403,0.81626,835.0,6,1.0,-1.108487937,5.270145833,0.65194495,13.02,5.151940427
O,Y12,-0.642159951,top|A,A1,['Y'],[9],"['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 8, 9, 10, 11, 12]",1,364.74,19.88,1.22,6.21726,0.307,391.4,3,1.0,-0.617135679,4.177115615,0.514227673,22.53,3.594501168
O,Y12,-3.648769292,hollow|A_A_A|HCP,A1,"['Y', 'Y', 'Y']","[10, 11, 12]","['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,364.74,19.88,1.22,6.21726,0.307,391.4,3,1.0,-0.618285937,4.177835878,0.514644369,22.53,3.594501168
O,Y12,-3.62765802,hollow|A_A_A|FCC,A1,"['Y', 'Y', 'Y']","[9, 10, 11]","['Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,364.74,19.88,1.22,6.21726,0.307,391.4,3,1.0,-0.617843878,4.177542528,0.514493909,22.53,3.594501168
O,Zn12,0.078724574,hollow|A_A_A|HCP,A1,"['Zn', 'Zn', 'Zn']","[10, 11, 12]","['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",3,266.49,9.16,1.65,9.394197,0.0,126.35,12,1.0,-7.316174307,0.824033633,0.996325809,0.6036,4.494069755
O,Zn12,0.307014479,hollow|A_A_A|FCC,A1,"['Zn', 'Zn', 'Zn']","[9, 10, 11]","['Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",3,266.49,9.16,1.65,9.394197,0.0,126.35,12,1.0,-7.316160151,0.824045444,0.996325653,0.6036,4.494069755
O,Zr12,-0.754873585,top|A,A1,['Zr'],[9],"['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 8, 9, 10, 11, 12]",1,323.2,14.02,1.33,6.634126,0.426,601.0,4,1.0,-0.852477746,4.285431328,0.580548731,33.82,4.395408327
O,Zr12,-3.135682731,hollow|A_A_A|HCP,A1,"['Zr', 'Zr', 'Zr']","[10, 11, 12]","['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,323.2,14.02,1.33,6.634126,0.426,601.0,4,1.0,-0.851634585,4.284900187,0.580311256,33.82,4.395408327
O,Zr12,-3.425847785,hollow|A_A_A|FCC,A1,"['Zr', 'Zr', 'Zr']","[9, 10, 11]","['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,323.2,14.02,1.33,6.634126,0.426,601.0,4,1.0,-0.852017203,4.285203121,0.580416467,33.82,4.395408327
