Metal,D-Band Center,D-Band Width,D-Band Filling,Adsorption Site,DOS at Fermi Energy
Cr2Ta2,-0.309090992,4.593931027,0.541975915,hollow|A_A_B|HCP,12.89
Cr2Ta2,-0.421518554,5.493294113,0.533018951,hollow|A_B_B|FCC,12.89
Cr2Ta2,-0.421365353,5.493145929,0.532998498,hollow|A_B_B|HCP,12.89
Cr2Ta2,-0.207538463,3.588007505,0.550104083,top|A,12.89
Cr2Ta2,-0.546215961,6.341278705,0.523074855,top|B,12.89
Cu2Hf2,-2.014959633,2.846711711,0.748415207,4fold|A_A_B_B,11.59
Cu2Hf2,-3.218377032,1.602273685,0.973141331,bridge|A_A|B,11.59
Cu2Hf2,-0.21890791,3.31348931,0.413020524,bridge|B_B|A,11.59
Cu2Hf2,-1.50067043,3.096188731,0.652372299,hollow|A_B_B|FCC,11.59
Cu2Hf2,-1.500670488,3.096187988,0.652372519,hollow|A_B_B|HCP,11.59
Cu2Hf2,-0.218722929,3.313466628,0.412989638,top|B,11.59
Cu2Ta2,-2.973329331,2.210647185,0.96328819,bridge|A_A|B,8.495
Cu2Ta2,0.170678964,4.258131484,0.422805989,bridge|B_B|A,8.495
Cu2Ta2,-1.989624236,3.340022332,0.794188854,hollow|A_A_B|FCC,8.495
Cu2Ta2,-1.98996625,3.339754966,0.794229912,hollow|A_A_B|HCP,8.495
Cu2Ta2,-0.943609411,3.96215394,0.614364388,hollow|A_B_B|FCC,8.495
Cu2Ta2,-0.943604711,3.962161373,0.614362961,hollow|A_B_B|HCP,8.495
Cu2Ta2,0.17032663,4.258043873,0.422839278,top|B,8.495
Hf2Au2,-0.382108717,3.847483143,0.420153887,bridge|B_B|A,16.17
Hf2Au2,-3.464317841,3.318048007,0.834932349,hollow|A_A_B|FCC,16.17
Hf2Au2,-2.148081731,3.867064494,0.657796566,hollow|A_B_B|FCC,16.17
Hf2Au2,-2.148102542,3.867025466,0.657804468,hollow|A_B_B|HCP,16.17
Hf2Au2,-0.381550462,3.847347761,0.420068859,top|B,16.17
Hf2Hg2,-0.243477646,3.892051414,0.430837556,bridge|A_A|B,10.21
Hf2Hg2,-6.9938204,1.873738831,0.990977507,bridge|B_B|A,10.21
Hf2Hg2,-5.312590308,3.864188263,0.851460378,hollow|A_B_B|FCC,10.21
Hf2Hg2,-5.312758216,3.864147068,0.851477334,hollow|A_B_B|HCP,10.21
Hf2Hg2,-0.243349241,3.891801529,0.430828113,top|A,10.21
Hf2Hg2,-6.993815187,1.873751313,0.990976889,top|B,10.21
Hf2Ir2,-2.463660165,3.230044849,0.883704076,bridge|B_B|A,7.726
Hf2Ir2,-1.528208691,3.778583174,0.656093012,hollow|A_A_B|FCC,7.726
Hf2Ir2,-2.066383861,3.504116685,0.787043278,hollow|A_B_B|FCC,7.726
Hf2Ir2,-2.066527333,3.504105083,0.7870759,hollow|A_B_B|HCP,7.726
Hf2Ir2,-0.757598433,4.016013974,0.468591174,top|A,7.726
Hf2Ir2,-2.463781692,3.2298629,0.883728695,top|B,7.726
Hf2Os2,-1.066829163,5.832104126,0.663262204,4fold|A_A_B_B,5.617
Hf2Os2,-1.395007138,3.918676147,0.818866148,bridge|B_B|A,5.617
Hf2Os2,-0.932380038,6.447563317,0.59963892,hollow|A_A_B|FCC,5.617
Hf2Os2,-0.933250493,6.447950474,0.599778196,hollow|A_A_B|HCP,5.617
Hf2Os2,-1.187201422,5.214224863,0.720371521,hollow|A_B_B|HCP,5.617
Hf2Os2,-0.613824861,7.708839385,0.44839583,top|A,5.617
Hf2Os2,-1.396195843,3.918431964,0.819094782,top|B,5.617
Hf2Pt2,-2.391664768,3.528267221,0.73337843,4fold|A_A_B_B,11.05
Hf2Pt2,-0.701824371,3.639663901,0.4216237,bridge|A_A|B,11.05
Hf2Pt2,-3.465515705,2.995422582,0.931494511,bridge|B_B|A,11.05
Hf2Pt2,-1.918804496,3.639706177,0.646143948,hollow|A_A_B|FCC,11.05
Hf2Pt2,-2.798972408,3.37656134,0.808520454,hollow|A_B_B|HCP,11.05
Hf2Pt2,-0.70216659,3.639750321,0.421696218,top|A,11.05
Hf2Re2,-1.073848157,6.010912124,0.653698261,4fold|A_A_B_B,19.47
Hf2Re2,-1.012807883,7.996479436,0.52847706,bridge|A_A|B,19.47
Hf2Re2,-1.074024084,6.010630258,0.653740355,bridge|A_B|A,19.47
Hf2Re2,-1.11502264,4.154960137,0.738577319,bridge|B_B|A,19.47
Hf2Re2,-1.056123167,6.642285794,0.617672955,hollow|A_A_B|FCC,19.47
Hf2Re2,-1.055999548,6.642213677,0.617655985,hollow|A_A_B|HCP,19.47
Hf2Re2,-1.089314208,5.392796955,0.685423187,hollow|A_B_B|HCP,19.47
Hf2Re2,-1.012375685,7.996152756,0.528419684,top|A,19.47
Hf2Re2,-1.114918223,4.154881589,0.738561332,top|B,19.47
Hf2Ta2,-0.483631084,5.849655795,0.478048761,hollow|A_A_B|FCC,16.87
Hf2Ta2,-0.483654067,5.849698238,0.478050505,hollow|A_A_B|HCP,16.87
Hf2Ta2,-0.507254522,5.529774223,0.511115251,hollow|A_B_B|FCC,16.87
Hf2Ta2,-0.507242105,5.529829669,0.511110832,hollow|A_B_B|HCP,16.87
Hf2W2,-1.100615555,6.658850062,0.529061481,bridge|A_A|B,16.59
Hf2W2,-1.156295364,6.013340945,0.592983374,hollow|A_A_B|FCC,16.59
Hf2W2,-1.156308389,6.013321579,0.592987304,hollow|A_A_B|HCP,16.59
Hf2W2,-1.201469312,5.432252987,0.644887885,hollow|A_B_B|FCC,16.59
Hf2W2,-1.201513016,5.432313822,0.644894895,hollow|A_B_B|HCP,16.59
Hf2W2,-1.100613178,6.659034024,0.5290475,top|A,16.59
Hf2Y2,-0.865387603,5.479250675,0.519685726,bridge|B_B|A,28.4
Hf2Y2,-0.776386324,4.818493365,0.555008817,hollow|A_A_B|FCC,28.4
Hf2Y2,-0.776455144,4.818560956,0.555036452,hollow|A_A_B|HCP,28.4
Hf2Y2,-0.81752199,5.134751271,0.538669296,hollow|A_B_B|FCC,28.4
Hf2Y2,-0.817640362,5.134857677,0.538706844,hollow|A_B_B|HCP,28.4
Hf2Y2,-0.740592642,4.525612154,0.569178756,top|A,28.4
Hf2Y2,-0.865535032,5.479474994,0.51971869,top|B,28.4
Mo2Hf2,-0.887400334,5.403549735,0.634023365,4fold|A_A_B_B,13.41
Mo2Hf2,-0.809453578,3.770970219,0.69591554,bridge|B_B|A,13.41
Mo2Hf2,-0.919657995,5.950986163,0.608274768,hollow|A_A_B|FCC,13.41
Mo2Hf2,-0.919600571,5.950967565,0.608267772,hollow|A_A_B|HCP,13.41
Mo2Hf2,-0.858501632,4.863845014,0.65691654,hollow|A_B_B|HCP,13.41
Mo2Hf2,-0.809492047,3.771068041,0.695916213,top|B,13.41
Mo2Ta2,-0.523114222,4.609704293,0.593881021,bridge|A_A|B,10.08
Mo2Ta2,-0.36704081,6.074164964,0.488400181,bridge|B_B|A,10.08
Mo2Ta2,-0.473853921,5.116663325,0.560653334,hollow|A_A_B|HCP,10.08
Mo2Ta2,-0.421941241,5.602479355,0.525553406,hollow|A_B_B|HCP,10.08
Nb2Hf2,-1.039417511,5.928383142,0.544443061,bridge|A_A|B,18.34
Nb2Hf2,-1.014158345,5.370943793,0.588293955,hollow|A_A_B|FCC,18.34
Nb2Hf2,-1.014340169,5.371066426,0.588332751,hollow|A_A_B|HCP,18.34
Nb2Hf2,-0.992347001,4.832955938,0.6265497,hollow|A_B_B|FCC,18.34
Nb2Hf2,-0.992248031,4.832958191,0.626522149,hollow|A_B_B|HCP,18.34
Nb2Ta2,-0.34002034,4.940545045,0.516182393,hollow|A_A_B|FCC,12.23
Nb2Ta2,-0.339824588,4.940325268,0.516159478,hollow|A_A_B|HCP,12.23
Nb2Ta2,-0.399687056,5.165210943,0.520300454,hollow|A_B_B|FCC,12.23
Nb2Ta2,-0.399713345,5.16521962,0.520304585,hollow|A_B_B|HCP,12.23
Pd2Hf2,-2.225053411,3.135469472,0.740379457,4fold|A_A_B_B,15.55
Pd2Hf2,-0.506963111,3.366475748,0.414955325,bridge|A_A|B,15.55
Pd2Hf2,-3.312753062,2.414177846,0.946405965,bridge|B_B|A,15.55
Pd2Hf2,-1.745063569,3.293230718,0.649465389,hollow|A_A_B|FCC,15.55
Pd2Hf2,-2.638310017,2.930695956,0.818655089,hollow|A_B_B|HCP,15.55
Pd2Hf2,-0.506654002,3.36669884,0.414889846,top|A,15.55
Pd2Ta2,0.163315003,4.266977502,0.421621465,bridge|B_B|A,18.17
Pd2Ta2,-1.774990669,3.619916951,0.766507952,hollow|A_A_B|FCC,18.17
Pd2Ta2,-1.775072801,3.619870835,0.766518146,hollow|A_A_B|HCP,18.17
Pd2Ta2,-0.838185146,4.063171084,0.599814337,hollow|A_B_B|FCC,18.17
Pd2Ta2,-0.838205783,4.06316344,0.599816753,hollow|A_B_B|HCP,18.17
Pd2Ta2,0.163194889,4.267031446,0.421629081,top|B,18.17
Rh2Hf2,-1.594820833,5.185312771,0.669465361,4fold|A_A_B_B,9.216
Rh2Hf2,-2.291662778,3.171130449,0.879681863,bridge|B_B|A,9.216
Rh2Hf2,-1.31874486,5.768954565,0.586206189,hollow|A_A_B|FCC,9.216
Rh2Hf2,-1.318728732,5.768948318,0.586204421,hollow|A_A_B|HCP,9.216
Rh2Hf2,-1.847068172,4.572340088,0.745561293,hollow|A_B_B|FCC,9.216
Rh2Hf2,-1.847003184,4.572326833,0.745549905,hollow|A_B_B|HCP,9.216
Rh2Ta2,-0.081252288,6.379532538,0.415542551,bridge|B_B|A,15.63
Rh2Ta2,-1.247584603,4.898493697,0.698282092,hollow|A_A_B|FCC,15.63
Rh2Ta2,-1.247583338,4.898509951,0.698282075,hollow|A_A_B|HCP,15.63
Rh2Ta2,-0.672764595,5.706790194,0.558935754,hollow|A_B_B|FCC,15.63
Rh2Ta2,-0.672766113,5.706784917,0.558936613,hollow|A_B_B|HCP,15.63
Rh2Ta2,-1.806496408,3.876602452,0.833761357,top|A,15.63
Rh2Ta2,-0.081181054,6.379439157,0.415534335,top|B,15.63
Ru2Hf2,-1.047294301,5.328383312,0.656182711,4fold|A_A_B_B,2.067
Ru2Hf2,-1.381586861,3.390528976,0.824476947,bridge|B_B|A,2.067
Ru2Hf2,-0.911675316,5.932034919,0.587857016,hollow|A_A_B|FCC,2.067
Ru2Hf2,-0.911329979,5.931881001,0.587796911,hollow|A_A_B|HCP,2.067
Ru2Hf2,-1.17017063,4.715003096,0.717902302,hollow|A_B_B|HCP,2.067
Ru2Ta2,-1.628440293,4.354542843,0.753520339,bridge|A_A|B,9.63
Ru2Ta2,-0.390270082,6.21725275,0.413523623,bridge|B_B|B,9.63
Ru2Ta2,-1.226822601,5.067823344,0.643248347,hollow|A_A_B|FCC,9.63
Ru2Ta2,-1.226804645,5.067861718,0.643245173,hollow|A_A_B|HCP,9.63
Ru2Ta2,-0.814258792,5.678878483,0.529969631,hollow|A_B_B|FCC,9.63
Ru2Ta2,-0.814205315,5.678910059,0.529962819,hollow|A_B_B|HCP,9.63
Ru2Ta2,-0.390174524,6.216885715,0.413519716,top|B,9.63
Sc2Hf2,-0.977044851,5.222407197,0.612471065,bridge|A_A|B,32.11
Sc2Hf2,-0.33235852,3.997815714,0.415882172,bridge|B_B|A,32.11
Sc2Hf2,-0.784916678,4.898712937,0.553868777,hollow|A_A_B|FCC,32.11
Sc2Hf2,-0.784982876,4.898767228,0.553887593,hollow|A_A_B|HCP,32.11
Sc2Hf2,-0.571285788,4.501531254,0.488745063,hollow|A_B_B|FCC,32.11
Sc2Hf2,-0.571340642,4.501669815,0.488753568,hollow|A_B_B|HCP,32.11
Sc2Hf2,-0.332435688,3.997898281,0.415903996,top|B,32.11
Sc2Ta2,-0.006749383,4.451732536,0.395350633,hollow|A_A_B|FCC,23.02
Sc2Ta2,-0.006088817,4.451394386,0.395244872,hollow|A_A_B|HCP,23.02
Sc2Ta2,-0.344772062,4.685047766,0.500022531,hollow|A_B_B|FCC,23.02
Sc2Ta2,-0.345388042,4.685281105,0.500136231,hollow|A_B_B|HCP,23.02
Ta2Au2,0.091602664,4.285980724,0.414794456,bridge|B_B|A,7.511
Ta2Au2,-2.906461622,4.018360308,0.785077413,hollow|A_A_B|FCC,7.511
Ta2Au2,-2.906513412,4.018269446,0.785083713,hollow|A_A_B|HCP,7.511
Ta2Au2,-1.44640964,4.413120908,0.604748055,hollow|A_B_B|FCC,7.511
Ta2Au2,-1.446446225,4.41311081,0.604751566,hollow|A_B_B|HCP,7.511
Ta2Au2,0.091555883,4.285957672,0.414798176,top|B,7.511
Ta2Hg2,0.209003862,4.237429279,0.425448093,bridge|B_B|A,12.43
Ta2Hg2,-4.541286363,4.493733149,0.810942377,hollow|A_A_B|FCC,12.43
Ta2Hg2,0.208998813,4.237679271,0.425447409,top|B,12.43
Ta2Ir2,-1.467383905,4.056798173,0.705028341,hollow|A_A_B|FCC,13.92
Ta2Ir2,-1.46737949,4.0567816,0.705028651,hollow|A_A_B|HCP,13.92
Ta2Ir2,-0.794084295,4.223776113,0.570897913,hollow|A_B_B|FCC,13.92
Ta2Ir2,-0.794066492,4.223780447,0.570895727,hollow|A_B_B|HCP,13.92
Ta2Os2,-1.050607388,5.898619331,0.585181563,4fold|A_A_B_B,4.369
Ta2Os2,-1.653864699,5.015421003,0.737849957,bridge|A_A|B,4.369
Ta2Os2,-1.255026511,5.62219998,0.636922011,hollow|A_A_B|HCP,4.369
Ta2Os2,-0.842609789,6.159950814,0.532551108,hollow|A_B_B|FCC,4.369
Ta2Os2,-0.415598604,6.644783103,0.424499975,top|B,4.369
Ta2Pt2,-1.952837425,4.079877212,0.749071625,hollow|A_A_B|FCC,17.14
Ta2Pt2,-1.952628352,4.080049612,0.74904709,hollow|A_A_B|HCP,17.14
Ta2Pt2,-0.980174996,4.401084805,0.591532578,hollow|A_B_B|FCC,17.14
Ta2Pt2,-0.980224874,4.401069889,0.591537879,hollow|A_B_B|HCP,17.14
Ta2Pt2,0.059718566,4.493245385,0.423118152,top|B,17.14
Ta2Re2,-1.025073576,5.151257652,0.665942843,bridge|A_A|B,11.04
Ta2Re2,-0.388980226,6.599230117,0.461655296,bridge|B_B|A,11.04
Ta2Re2,-0.823771977,5.657314341,0.601303418,hollow|A_A_B|HCP,11.04
Ta2Re2,-0.612041229,6.137654675,0.533309064,hollow|A_B_B|FCC,11.04
Ta2Re2,-0.612034656,6.137655039,0.533308526,hollow|A_B_B|HCP,11.04
Ta2Re2,-0.38908349,6.599254041,0.46166432,top|B,11.04
Ta2W2,-0.614909294,5.34809306,0.572924877,bridge|B_B|A,13.32
Ta2W2,-0.420425244,5.695067437,0.521675105,hollow|A_A_B|FCC,13.32
Ta2W2,-0.42043863,5.69509505,0.521676543,hollow|A_A_B|HCP,13.32
Ta2W2,-0.520675196,5.519827594,0.54808888,hollow|A_B_B|FCC,13.32
Ta2W2,-0.520655977,5.519828581,0.548086376,hollow|A_B_B|HCP,13.32
Tc2Hf2,-0.887110017,7.178649748,0.511702875,bridge|A_A|B,20.03
Tc2Hf2,-0.950722123,3.432085527,0.756500047,bridge|B_B|A,20.03
Tc2Hf2,-0.915009864,5.828917423,0.619777099,hollow|A_A_B|FCC,20.03
Tc2Hf2,-0.91535534,5.829079034,0.61983196,hollow|A_A_B|HCP,20.03
Tc2Hf2,-0.935595919,4.618187403,0.697725713,hollow|A_B_B|HCP,20.03
Tc2Hf2,-0.886231671,7.177506461,0.511600288,top|A,20.03
Tc2Hf2,-0.951112756,3.432033278,0.756575884,top|B,20.03
Tc2Ta2,-0.676990179,5.240619904,0.567968196,4fold|A_A_B_B,4.871
Tc2Ta2,-0.351410044,6.006802209,0.441552649,bridge|A_A|B,4.871
Tc2Ta2,-0.970419117,4.418343296,0.681895328,bridge|B_B|A,4.871
Tc2Ta2,-0.572278217,5.500561511,0.527319899,hollow|A_A_B|FCC,4.871
Tc2Ta2,-0.572261819,5.500584335,0.52731785,hollow|A_A_B|HCP,4.871
Tc2Ta2,-0.778094622,4.974701116,0.607231418,hollow|A_B_B|HCP,4.871
Tc2Ta2,-0.351300358,6.006382231,0.441553476,top|A,4.871
Tc2Ta2,-0.970457676,4.418341093,0.681894153,top|B,4.871
Ti2Hf2,-0.434661455,3.392196237,0.503224285,bridge|B_B|A,32.43
Ti2Hf2,-1.021967899,5.313290869,0.601056194,hollow|A_A_B|FCC,32.43
Ti2Hf2,-1.021819334,5.313211223,0.60100195,hollow|A_A_B|HCP,32.43
Ti2Hf2,-0.70977923,4.407945028,0.549030198,hollow|A_B_B|FCC,32.43
Ti2Hf2,-0.709876121,4.408100108,0.549054756,hollow|A_B_B|HCP,32.43
Ti2Hf2,-0.434530214,3.392324891,0.503162546,top|B,32.43
Ti2Ta2,0.143161003,3.682376456,0.377897513,bridge|B_B|A,18.25
Ti2Ta2,-0.546684376,4.899859469,0.533460982,hollow|A_A_B|FCC,18.25
Ti2Ta2,-0.546813167,4.899845467,0.533501218,hollow|A_A_B|HCP,18.25
Ti2Ta2,-0.186435866,4.320697188,0.452228323,hollow|A_B_B|FCC,18.25
Ti2Ta2,-0.186373502,4.320711537,0.452215795,hollow|A_B_B|HCP,18.25
V2Hf2,-0.788291673,5.163155988,0.605202491,4fold|A_A_B_B,26.06
V2Hf2,-1.452191723,7.281872006,0.671381627,bridge|A_A|B,26.06
V2Hf2,-0.357828993,3.014825997,0.562314272,bridge|B_B|A,26.06
V2Hf2,-0.975335678,5.846913626,0.623835072,hollow|A_A_B|FCC,26.06
V2Hf2,-0.976062363,5.84760667,0.623949037,hollow|A_A_B|HCP,26.06
V2Hf2,-0.625835145,4.479792469,0.589027756,hollow|A_B_B|FCC,26.06
V2Hf2,-0.625615948,4.479732073,0.588979901,hollow|A_B_B|HCP,26.06
V2Hf2,-0.358397746,3.014862946,0.562415286,top|B,26.06
V2Ta2,-0.274303318,4.919876479,0.521842602,4fold|A_A_B_B,15.78
V2Ta2,-0.596436578,5.953603873,0.566292605,bridge|A_A|B,15.78
V2Ta2,0.006384567,3.774984328,0.483091416,bridge|B_B|A,15.78
V2Ta2,-0.376513911,5.272151316,0.535942675,hollow|A_A_B|HCP,15.78
V2Ta2,-0.176492877,4.555720654,0.508338399,hollow|A_B_B|HCP,15.78
V2Ta2,0.006390669,3.774888978,0.483100258,top|B,15.78
Y2Ta2,-0.32994103,4.436315507,0.545772559,bridge|A_A|B,21.66
Y2Ta2,-0.273648359,5.794972952,0.383478849,bridge|B_B|A,21.66
Y2Ta2,-0.314518558,4.851605175,0.500797367,hollow|A_A_B|FCC,21.66
Y2Ta2,-0.314206233,4.851509011,0.500744999,hollow|A_A_B|HCP,21.66
Y2Ta2,-0.295865543,5.300902244,0.447500262,hollow|A_B_B|FCC,21.66
Y2Ta2,-0.295923812,5.3009019,0.447510814,hollow|A_B_B|HCP,21.66
Zn2Hf2,-70.51310116,1.395995334,1,4fold|A_A_B_B,15.4
Zn2Hf2,0.089251805,3.964777177,0.401797024,bridge|A_A|B,15.4
Zn2Hf2,-70.50666246,1.432712237,1,hollow|A_A_B|FCC,15.4
Zn2Hf2,-70.50665426,1.432723644,1,hollow|A_A_B|HCP,15.4
Zn2Hf2,-70.51633211,1.377212658,1,hollow|A_B_B|HCP,15.4
Zn2Hf2,-70.51956991,1.358126104,1,top|B,15.4
Zn2Ta2,0.124628232,4.608429071,0.456236448,bridge|A_A|A,11.48
Zn2Ta2,0.124628232,4.608429071,0.456236448,bridge|A_A|B,11.48
Zn2Ta2,-64.69147132,2.171739248,1,bridge|A_B|B,11.48
Zn2Ta2,-64.70047687,2.189024565,1,hollow|A_A_B|FCC,11.48
Zn2Ta2,-64.70045476,2.18902509,1,hollow|A_A_B|HCP,11.48
Zn2Ta2,-64.68693976,2.163014359,1,hollow|A_B_B|FCC,11.48
Zn2Ta2,-64.68694001,2.163014543,1,hollow|A_B_B|HCP,11.48
Zn2Ta2,0.124594,4.608508354,0.456236074,top|A,11.48
Zn2Ta2,-64.68241561,2.154221318,1,top|B,11.48
Zr2Hf2,-1.050891806,5.357594634,0.577586231,bridge|A_A|B,31.87
Zr2Hf2,-0.956818885,4.990257368,0.582356626,bridge|A_B|B,31.87
Zr2Hf2,-0.987438995,5.1127555,0.580808958,hollow|A_A_B|FCC,31.87
Zr2Hf2,-0.987426499,5.112788053,0.580806716,hollow|A_A_B|HCP,31.87
Zr2Hf2,-0.926974503,4.867405648,0.58388122,hollow|A_B_B|FCC,31.87
Zr2Hf2,-0.926951568,4.867312931,0.583879678,hollow|A_B_B|HCP,31.87
Zr2Hf2,-1.050954213,5.357792158,0.577590589,top|A,31.87
Zr2Hf2,-0.869263839,4.620346678,0.586802194,top|B,31.87
Zr2Ta2,-0.348824365,4.975208998,0.505896919,bridge|A_B|B,0.0001557
Zr2Ta2,-0.387927387,4.970001604,0.519818788,hollow|A_A_B|FCC,0.0001557
Zr2Ta2,-0.387955165,4.969995311,0.519823448,hollow|A_A_B|HCP,0.0001557
Zr2Ta2,-0.308809889,4.980333574,0.49165295,hollow|A_B_B|FCC,0.0001557
Zr2Ta2,-0.308785327,4.98024573,0.491651435,hollow|A_B_B|HCP,0.0001557
Cr2La2,-0.555761919,2.742866807,0.640776847,bridge|A_A|B,22.27
Cr2La2,-1.277434672,6.744977737,0.63165694,bridge|B_B|A,22.27
Cr2La2,-0.555551201,2.74283138,0.640726866,top|A,22.27
Cr2La2,-1.277348089,6.74479556,0.631642971,top|B,22.27
Cu2La2,-2.219065345,2.311423543,0.836499105,4fold|A_A_B_B,10.77
Cu2La2,-2.865830774,1.518600452,0.985312397,bridge|A_A|B,10.77
Cu2La2,-0.623214245,3.042284781,0.469315735,bridge|B_B|A,10.77
Cu2La2,-1.861809173,2.580866174,0.75430225,hollow|A_B_B|FCC,10.77
Cu2La2,-0.623511919,3.042351653,0.469398932,top|B,10.77
La2Ag2,-3.511081343,2.703144524,0.846740789,4fold|A_A_B_B,11
La2Ag2,-4.632318036,1.585815421,0.991742285,bridge|A_A|B,11
La2Ag2,-0.601534044,2.830994162,0.470460462,bridge|B_B|A,11
La2Ag2,-2.877829251,2.983707886,0.764844986,hollow|A_B_B|FCC,11
La2Ag2,-4.632343285,1.585845896,0.991739357,top|A,11
La2Ag2,-0.60161169,2.831085348,0.470485231,top|B,11
La2Au2,-3.385087124,3.096605561,0.841877999,4fold|A_A_B_B,10.76
La2Au2,-4.382500117,2.254526367,0.986608576,bridge|A_A|B,10.76
La2Au2,-0.856451333,3.477966142,0.474952475,bridge|B_B|A,10.76
La2Au2,-2.827602848,3.352718058,0.760981496,hollow|A_B_B|FCC,10.76
La2Au2,-0.856417278,3.478020043,0.474937271,top|B,10.76
La2Cd2,-6.402298698,4.086223169,0.858329346,4fold|A_A_B_B,15.01
La2Cd2,-0.532201139,2.681630663,0.500437223,bridge|B_B|A,15.01
La2Cd2,-5.113899947,4.529202177,0.779793084,hollow|A_B_B|HCP,15.01
La2Cd2,-0.531633142,2.681331321,0.500253985,top|B,15.01
La2Hf2,-0.815705175,4.529346753,0.581221974,bridge|A_A|B,28.48
La2Hf2,-0.900471125,4.832483664,0.587994643,hollow|A_A_B|FCC,28.48
La2Hf2,-0.900566384,4.832545396,0.588014709,hollow|A_A_B|HCP,28.48
La2Hf2,-0.996296475,5.151940783,0.595653038,hollow|A_B_B|FCC,28.48
La2Hf2,-0.996303553,5.15199023,0.595657487,hollow|A_B_B|HCP,28.48
La2Hg2,-5.371479251,3.600393717,0.860569333,4fold|A_A_B_B,20.1
La2Hg2,-0.727120101,3.065527994,0.506070579,bridge|B_B|A,20.1
La2Hg2,-4.362832263,3.981887649,0.783587643,hollow|A_B_B|HCP,20.1
La2Ir2,-1.460145223,2.441633035,0.940347213,bridge|A_A|B,5.362
La2Ir2,-0.678459259,3.518811827,0.498955588,bridge|B_B|A,5.362
La2Ir2,-1.107527506,3.001536987,0.741234607,hollow|A_B_B|FCC,5.362
La2Ir2,-0.678188902,3.518742467,0.498896153,top|B,5.362
La2Mo2,-1.629655906,6.706602852,0.562157022,bridge|A_A|B,19.08
La2Mo2,-1.331527725,4.325372401,0.759883427,bridge|B_B|A,19.08
La2Mo2,-1.331527725,4.325372401,0.759883427,bridge|B_B|B,19.08
La2Mo2,-1.498929972,5.786271025,0.648866295,hollow|A_A_B|HCP,19.08
La2Nb2,-1.396350533,6.008320281,0.583530265,bridge|A_A|A,22.66
La2Nb2,-1.396350533,6.008320281,0.583530265,bridge|A_A|B,22.66
La2Nb2,-1.087870673,4.894637498,0.645625057,bridge|A_B|B,22.66
La2Nb2,-0.883821805,3.977728543,0.686686793,bridge|B_B|A,22.66
La2Nb2,-0.883821805,3.977728543,0.686686793,bridge|B_B|B,22.66
La2Nb2,-1.175706179,5.23761347,0.627958464,hollow|A_A_B|FCC,22.66
La2Nb2,-1.175624467,5.237684819,0.6279319,hollow|A_A_B|HCP,22.66
La2Nb2,-1.011202238,4.572617448,0.661064422,hollow|A_B_B|FCC,22.66
La2Nb2,-1.011138277,4.57263347,0.661043096,hollow|A_B_B|HCP,22.66
La2Nb2,-1.396442714,6.008273106,0.58355657,top|A,22.66
La2Nb2,-0.883679985,3.977642783,0.686646831,top|B,22.66
La2Os2,-0.922176633,7.345167315,0.498138776,bridge|A_A|B,22.46
La2Os2,-1.007879857,5.646825908,0.678662297,hollow|A_A_B|FCC,22.46
La2Os2,-0.922396923,7.345307357,0.498177993,top|A,22.46
La2Pd2,-2.215009896,2.690969104,0.825909715,4fold|A_A_B_B,15.14
La2Pd2,-0.766131911,3.286746177,0.459389421,bridge|A_A|B,15.14
La2Pd2,-2.795367393,2.153429659,0.972720779,bridge|B_B|A,15.14
La2Pd2,-1.892812103,2.897695852,0.744401581,hollow|A_A_B|FCC,15.14
La2Pd2,-2.456742544,2.497663227,0.887063911,hollow|A_B_B|FCC,15.14
La2Pd2,-0.76607797,3.286741984,0.459367808,top|A,15.14
La2Pd2,-2.79544278,2.153371844,0.972737844,top|B,15.14
La2Pt2,-1.025411942,3.614574841,0.483325835,bridge|A_A|B,9.414
La2Pt2,-2.815604598,2.535554707,0.969793113,bridge|B_B|A,9.414
La2Pt2,-2.026552765,3.184936244,0.755374458,hollow|A_A_B|FCC,9.414
La2Pt2,-1.023849018,3.614222648,0.482987784,top|A,9.414
La2Re2,-1.160693638,3.663734064,0.769454925,bridge|B_B|A,18.3
La2Re2,-0.971016377,7.096113442,0.514060978,top|A,18.3
La2Re2,-1.160744196,3.663817056,0.769449314,top|B,18.3
La2Rh2,-1.36801677,4.448313919,0.780237486,4fold|A_A_B_B,15.02
La2Rh2,-0.968169448,6.768362713,0.446299959,bridge|A_A|B,15.02
La2Rh2,-1.561526845,2.660891758,0.941838632,bridge|B_B|A,15.02
La2Rh2,-1.269625607,5.119739278,0.698126364,hollow|A_A_B|FCC,15.02
La2Rh2,-0.968588118,6.769015257,0.44635639,top|A,15.02
La2Rh2,-1.561675152,2.660839382,0.941879472,top|B,15.02
La2Ru2,-0.898211031,6.810744645,0.469382226,bridge|A_A|B,18.06
La2Ru2,-1.199990686,2.979278655,0.880459566,bridge|B_B|A,18.06
La2Ru2,-1.047362332,5.277959162,0.672646798,hollow|A_A_B|FCC,18.06
La2Ru2,-0.898272359,6.810637044,0.469385011,top|A,18.06
La2Ru2,-1.199985707,2.979275049,0.880456122,top|B,18.06
La2Ta2,-1.078863844,6.260599252,0.513249141,bridge|A_A|B,18.16
La2Ta2,-0.716807984,4.690873277,0.618781295,bridge|B_B|A,18.16
La2Ta2,-0.716807984,4.690873277,0.618781295,bridge|B_B|B,18.16
La2Ta2,-0.932348026,5.681243013,0.555879821,hollow|A_A_B|FCC,18.16
